text,labels,predictions,probabilities
  ta muuuuito preocupada por estar atrasada ,ironia,ironia,0.9999992803723918
 já tem meu voto! sqn ,ironia,ironia,0.9999992775558508
"Não dê RT em fatos verídicos! Isto automaticamento o tranforma em petista! E pior, corrupto! excessos de ! ",ironia,ironia,0.9999992747282868
Sites que devolvem dinheiro viram opção a programas de fidelidade  economia feedly,n_ironia,n_ironia,0.0012472739770557
A proposito di  ... ,ironia,ironia,0.999999233960434
 achas mesmo tu escondes mesmo bem ,ironia,ironia,0.9999992747282864
  Ele leva muito a sério essa coisa de ser contra a propriedade privada...  ,ironia,ironia,0.9999992661790196
Curioso: Fernando Collor foi quem assinou a atual redação da lei de improbidade administrativa. Ele mesmo foi impedido ,ironia,ironia,0.999999236946937
- Amo matemática.,ironia,ironia,0.9999992575289764
7a1!!!! O futebol bailarino voltou!!! Brasil voltando a ser Brasil. ,ironia,ironia,0.9999992718896556
Economia Banco Montepio diz desconhecer motivo de subida significativa das ações  Em ,n_ironia,n_ironia,0.0012472739770557
seguro que marca nano ,ironia,ironia,0.9999992487769694
Notícia: Temer comemora alta do PIB e diz que 'acabou a recessão'. política economia ,n_ironia,n_ironia,0.0012448433020883
Henrique Meirelles estreia conta oficial no Twitter  Economia,n_ironia,n_ironia,0.0012448433020883
Japão faz cotação do bitcoin disparar no mundo  notícias câmbio destaque economia,n_ironia,n_ironia,0.0012448433020883
"Rên  tipo, muito ",ironia,ironia,0.9999992690399144
Culpa da presidente: Congresso triplica recursos para partidos ao aprovar Orçamento 2015 G1  ,ironia,ironia,0.9999989691813655
As minhas irmãs já têm o quarto remodelado!! E eu?? Vou ter de esperar mais 5 anos.  ,ironia,ironia,0.9999992546230292
" Parabéns pela resistência em fazer ligações em ciclovias da zona norte como na Ponte Júlio de Mesquita, valeu Suzana! ",ironia,ironia,0.9999992803723916
"Antero Greco em POST sobre o uso de SQN e , curtiu meu coment e me bloqueou. Sensível demais .twitter.com/sDbqgKkJnP",ironia,ironia,0.9999992690399142
"Sim, Lula não se da bem com Dilma que por sua vez fala mal de Lula.  ",ironia,ironia,0.9999992775558508
"O tempo está assim uma beca,só mesmo uma beca pro frio ....  tempo frio outono gelo ",ironia,ironia,0.999999277555851
"Até porque eu não tenho onde gastar meu dinheiro, não tenho cerveja pra comprar nem um engenharias pra pagar ",ironia,ironia,0.9999992661790196
Que se le nota poco al São Paulo la falta de Pato? Ni un poquito. ,ironia,ironia,0.9999992575289764
"Rezadeira, benzedeira, cozinheira, carranqueira, macumbeira... VelhoChico ",ironia,ironia,0.9999992546230292
porra Samaras 10 anos de Twitter e a gente ainda tem que usar a hashtag ,ironia,ironia,0.9999992747282864
 também é Cultura !Obs.: isso não foi uma ,ironia,ironia,0.9999992718896554
MG: Mais de 80% das cidades do Sul de Minas contam com lavouras de café para impulsionar economia | CNA… ,n_ironia,n_ironia,0.0012448433020883
"“Perder clientes é fácil, reconquistá-los se torna uma tarefa árdua e custosa”. ComércioExterior Economia",n_ironia,n_ironia,0.0012472739770557
"crec que feia mooolta falta aquesta aclaració de """,ironia,ironia,0.9999992747282864
"Não recebi feliz círio de quem eu queria, por outro lado, fui muito amada por alguém que eu nem imaginaria êvida ",ironia,ironia,0.9999992487769696
Vou-vos dizer uma coisa...a tarde fq é o melhor que há ,ironia,ironia,0.9999992690399144
Uma : a esquerda DEFENDE Livre Comércio e Fronteiras Abertas na Inglaterra enquanto REJEITA ambos em Cuba e Coréia do Norte. Brexit,ironia,ironia,0.9999992633069276
Ahhh!!! E não é que está chegando meu aniversário.  indiretasdobem comprapreu ,ironia,ironia,0.999999277555851
390 horas de trabalho de parto. Que lindo! ,ironia,ironia,0.9999992546230292
": Incerteza sobre o Brasil faz dólar superar patamar de R$ 2,60   VamosBien """,ironia,ironia,0.9999992399217968
"Nossa, muito orgulho mesmo,enquanto uns têm Scalene e Kita, a gente tem zueira... Claro!  MisturacomRodaica",ironia,ironia,0.9999992747282866
   galera que usa leitor de tela agradece ,ironia,ironia,0.9999992517057084
"Rasgue as minha cartas iiii, não me procure mais..Gente eu nem mando carta, pura  isso",ironia,ironia,0.999999280372392
O médico e o monstro. Edição resolveu mostrar o monstro hoje.  BBB17,ironia,ironia,0.9999992309622424
As vezes seja um irônico!! TardeBoa! Life! Alegria! !… ,ironia,ironia,0.999999280372392
 Wall Street fecha em alta com Dados econômicos - Clima Economia Eua,n_ironia,n_ironia,0.0012448433020883
"Federica non credeva fosse balsamo quello di Verdiana, quindo lo ha mangiato (tanto per cambiare) AHAHAHAHAH  GF14",ironia,ironia,0.999999277555851
"a tua fé te curou"" """,ironia,ironia,0.9999992633069276
"vou me ausentar da internet hoje porque já tô com preguiça das piadas de ""cadê o fim do mundo?"" de vocês.",ironia,ironia,0.9999992633069276
 porque o Marcelo é inteligentíssimo ,ironia,ironia,0.9999992803723916
Minha vida de vez em quando é tão empolgante que sei lá. ,ironia,ironia,0.9999992690399144
"O Doria é foda. Nem é presidente, mas já influencia 1.086 municípios além de São Paulo.   (Cc )",ironia,ironia,0.9999992633069272
"Todo moi racional, a culpa foi de NÓS-Candidatura Galega ironía xerais2016 ",ironia,ironia,0.999999283177952
felypenery: InovacaoTecnolo: Robôs e legislação ambiental marcam fim da globalização? -  - Tecnologia Economia T…,n_ironia,n_ironia,0.0012448433020883
E a gente se entende!!  AlinneIrônica AlinneRosa Dudu Alinnista Dudista Dog Humor … ,ironia,ironia,0.999999280372392
"Estou um pouco depressivinho"", vou procurar algum vídeo para comentar ""vc alegra meu dia... blá, blá,blá..."" """,ironia,ironia,0.9999992775558508
Bom dia. Boas novas   economia crescimento PIB retomada normalidade,n_ironia,n_ironia,0.0012448433020883
sim por isso usufruindo da  hahaha,ironia,ironia,0.9999992803723918
" Será que a mídia vai pressionar, perguntar por que mudaram de ideia? ",ironia,ironia,0.9999992517057084
te amo LeemeEsParaTi PoemaCondestino PlumadPoetisa UnSentimiento5Letras ironía MartesDeGanarSeguidores,ironia,ironia,0.9999992661790194
 tá falando de mim?! não gostou?! vem puspau!!! ,ironia,ironia,0.999999283177952
Num dia o sujeito está levando pó p/ a Indonesia. No outro está voltando em pó p/ o Brasil.  PenaDeMorte,ironia,ironia,0.9999992775558512
" Mas foi essa a raiz de meu tweet! Pura  kkkkkkkkk Se chegar longe e merecer ok,o triste seria só por graça! haha Oremos",ironia,ironia,0.9999992718896556
Difícil pensar num mundo mais equilibrado quando os homens detém o controle do **capital** nesse nível economia ,n_ironia,n_ironia,0.0012472739770557
Cansei de tweetar! Tchau ate amanha! Que daqui a 6h tou a acordar para ir para a escolaa! :p iupiiiiiii ,ironia,ironia,0.9999992747282866
Ser conhecido por milhares d pessoas e ao mesmo tempo não ter ninguém que realmente te conheça  pensamentos escolhas vidasolitária,ironia,ironia,0.9999992399217968
"Ouvi dizer que uma banda chamada Reffer não conheço"" vai abrir os shows do NOFX, confere?   tuite""",ironia,ironia,0.9999992661790196
Ele claramente pisa fora do logotipo no quarto arremesso  ,ironia,ironia,0.9999992249306092
.... il mio sabato sera preferito!   buonanotte,ironia,ironia,0.9999992775558512
Segundas Feiras com o Luz 34 - Senhora Dona Legi…:   :3 ahahah  como sempre muito bom!,ironia,ironia,0.999999283177952
Oops que penita ... ,ironia,ironia,0.9999992690399142
Artilheiro do condomínio? haha ,ironia,ironia,0.9999992661790196
VLT DO SUBÚRBIO: Investidores pedem prorrogação da licitação Economia ,n_ironia,n_ironia,0.0012472739770557
Festes valencianes posant senyeres de la tradició valenciana. Mate meua  com te'n passes.  verparacreer BatalladeFlors,ironia,ironia,0.9999992517057084
Até perdoou todo mundo que votou na estrela sensacional que ela é BBB17  ,ironia,ironia,0.9999992633069276
OSTIA QUE RABIA  bravomaria laputaamaenserio  ,ironia,ironia,0.9999992690399142
 mas teatro é coisa de vagabundo. Nem precisa mesmo.  vivaaculturadopr,ironia,ironia,0.9999992803723916
Iam a caminho para o estádio da luz?  ,ironia,ironia,0.999999227952316
Pagar 49reais o quilo da comida e ela vir fria... Tem coisas que só a Vila Madalena te oferece. comidagourmet ,ironia,ironia,0.9999992633069272
Me emcamta que me tenga que dormir a mitad de peli... ,ironia,ironia,0.9999992775558512
pobre Rc ele não consegue nem trazer os atacantes de lado...,ironia,ironia,0.9999992747282866
"O mapa com as cervejas mais populares em cada país""  economia feedly""",n_ironia,n_ironia,0.0012472739770557
Mas tem aquele shake que é só tornar que emagrece. E posso ganhar dinheiro até... ,ironia,ironia,0.9999992575289764
ele joga tanto que já apareceu mil e um times atrás dele ,ironia,ironia,0.9999992633069276
Economia: Corrida por mão de obra faz Apple e outras gigantes oferecerem curso universitário ,n_ironia,n_ironia,0.0012472739770557
Da reforma que não vai tirar nenhum direito trabalhista.  ,ironia,ironia,0.9999992604235944
"Economia: Demanda das empresas por crédito cai 12,2% em abril ",n_ironia,n_ironia,0.0012448433020883
Sério ciência? Conte-me mais sobre isso... rs irônia ,ironia,ironia,0.9999992775558512
Muitos vivem de modinha  que pena  ,ironia,ironia,0.9999992747282864
Parto a frente da volvo em entre-campos e recebo este sms: Que este seja apenas o primeiro de 365 fantasticos dias. Feliz Ano NOWO. ,ironia,ironia,0.9999992487769694
"Parabéns aos pais e mães pelo dia de hj... Aos professores, parabenizo vcs em maio e agosto do ano q vem ok?! hipocresia demagogia ",ironia,ironia,0.999999277555851
 nooooosa que revolucionário! Agora vai hein! ,ironia,ironia,0.9999992803723916
Legal do cinema do Tacaruna é o cheiro das salas ,ironia,ironia,0.9999992487769696
"Com Dilma, seleção fez fiasco na Copa / Com Temer, seleção levou ouro na Olimpíadas. Só não vê quem não quer na melhora do Brasil. ",ironia,ironia,0.9999992718896554
"ué, mas não estávamos em crise?  ",ironia,ironia,0.9999992747282864
Tem nome mandando mais que Bandeira!! NaçãoXdelação ,ironia,ironia,0.9999992775558512
Diário do Gastão já saiu!  economia,n_ironia,n_ironia,0.0012448433020883
Dia lindo para se estar dentro de casa de pós-operatório!  sqn querominhaliberdadedevolta saudadedecomerbesteira chateada,ironia,ironia,0.999999277555851
"A hashtag do dia: . Cunha vai homenagear o MP às 9, que apareceu na sua às 6 da manhã p agradecer  ",ironia,ironia,0.9999992718896554
 será Q ele foi sondado pelo SPFC e já incorporou a postura do time?! ,ironia,ironia,0.9999992633069276
"Na BandNews, a nutricionista orientando sobre obesidade: evitar massas, pães, frituras, doces....E eu comendo pãocomovo delicia...",ironia,ironia,0.999999236946937
"Ai gentes, que ditadura da informação, tem que saber quem é,  dono do que,  a origem...Foi somente uma carona.Dose cavalar de ",ironia,ironia,0.9999992775558508
Una pena e__e   ,ironia,ironia,0.9999992661790196
"Kaplan, do Fed, prevê mais duas altas de juros em 2017  economia",n_ironia,n_ironia,0.0012448433020883
" sou a pessoa mais humilde do mundo, querida ",ironia,ironia,0.9999992690399142
   esse ai entende tudo de real madrid mesmo!!!! ,ironia,ironia,0.999999280372392
Sabe de uma foisa q eu gostei d+ nesse colégio foi fazer avaliação de professor amei ver a cara de uns bem putinhos!!! ,ironia,ironia,0.999999283177952
Como a vida é justa. Amo essa vida,ironia,ironia,0.9999992633069276
IAF comemora 11 anos de conquistas com evento jurídico e almoço Economia ,n_ironia,n_ironia,0.0012448433020883
Por que ele tirou o Pato? ,ironia,ironia,0.9999992661790196
Secondo me Aulas é juventino   ,ironia,ironia,0.9999992517057082
 pedágio dentro da cidade. Que legal hein! ,ironia,ironia,0.9999992661790196
Premiooo! ,ironia,ironia,0.9999992517057084
A preocupação de certas pessoas até me assusta.. ,ironia,ironia,0.9999992690399142
Este trânsito na 2a Circular.. adoro ,ironia,ironia,0.9999992747282866
"do jeito que anda a situação o evento ""fim do mundo"" é open bar de nova schin",ironia,ironia,0.9999992718896556
 socialistas neokeynesianos fazerem retweet disto sem terem noção de quem manipula as taxas juro. ,ironia,ironia,0.9999992803723916
Pra mim já ultrapassou as estatística Vamos pra contagem regressiva ? Hahaha  taoeu,ironia,ironia,0.999999277555851
Adorrr BuenDia ,ironia,ironia,0.9999992661790194
Fundo Brasil-China: acordo podecausar problemas a brasileiros  economia,n_ironia,n_ironia,0.0012448433020883
Pintar faz alguma diferença?! anyway studioanyway draw drawing  ironic sketch… ,ironia,ironia,0.999999277555851
"Sentiu a diferença?? A mudança tá começando, Brasil...  SQN ",ironia,ironia,0.9999992747282868
"Pois nada acabaseme de joder o móvil, que guai  ",ironia,ironia,0.9999992690399144
Que os parece??  Tarragona Economia Inmobiliario   FelizFinde,n_ironia,n_ironia,0.0012448433020883
"Isso mesmo! Tem que incentivar mesmo,pra aumentar a população no Brasil,que é tão pequena! Quanto mais jovem parir,mais bonito!  ",ironia,ironia,0.9999992803723918
"IStandWithTaylor Piada do ano: Kanye fez Taylor famosa! Claro que foi, só ele, sem ajuda de ninguém, Swifties reconheçam seu papai! ",ironia,ironia,0.9999992661790196
Supra-sumo da  seria não passar impeachment  na Câmara... mas ser aprovado o do VazaTemer. Extinguir o golpe e o golpista.,ironia,ironia,0.9999992747282868
 é a crise. Se fosse você o presidente seria 1 milhão ctz ,ironia,ironia,0.9999992803723916
achei um absurdo inclusive ,ironia,ironia,0.9999992661790194
" Tem que começar a escrever , só por segurança rs.",ironia,ironia,0.999999280372392
Até o basquete está sem raça. Banana de Melo a culpa é sua. ,ironia,ironia,0.999999283177952
"vai lá Once, faltam só mais 5... ",ironia,ironia,0.9999992803723918
Mentira!!!  IMAGENS CALUNIOSAS.  Lá não tem internet pra ficar postando vídeos mostrando o lugar. Tudo fake ,ironia,ironia,0.9999992775558508
putamerda.. Já me sinto mais segura.. ,ironia,ironia,0.999999280372392
As Meninas do Jô falarão da lista do HSBC? ,ironia,ironia,0.9999992458367678
"O Mano Menezes, mais uma vez, mostrou que defesa ganha jogo. ",ironia,ironia,0.9999992718896554
Com certeza o que o povo reclamou foi para que aumentassem o tempo de mandato!  PoliticosBurros...,ironia,ironia,0.9999992803723918
"se a Odebrecht reformou a piscina de graça,tem é que agradecer ao Lula e ao Marcelinho, porque não precisou gastar dinheiro público. ",ironia,ironia,0.999999277555851
Que vida mas dura... (2).Viñetas Humor Crítica Ironía ,ironia,ironia,0.9999992633069276
A vida Cristãe as falsas promessasSORRATEIRA DISSIMULA TRAIÇÃO ESPIRITUAL COM OS TAIS DESEJOS PROFUNDO NA  DE 1 CONTRA O OUTRO.,ironia,ironia,0.9999992339604344
"aaaaaaaaaf , vcs não sabia que Tudo que você quiser é pra Bruna Marquezine ? kkkk ",ironia,ironia,0.9999992690399144
"Ah, pera, empresa x me chamou pra entrevista pro cargo de gerente. Pera.  vidaReal",ironia,ironia,0.9999992718896556
Ai vc conhece a pessoa e espera que ela amadureça. ..Dai ela vai e apodrece.. ,ironia,ironia,0.999999277555851
Pensando bem: teria sido uma boa ter abortado Jean Wyllys. Pena que a mãe dele era contra o aborto! ;) ,ironia,ironia,0.9999992718896556
kde o fim do mundo ?? 0o,ironia,ironia,0.9999992747282864
Recursos da venda da Celg D: Governo de Goiás muda lista de prioridades   CelgD Investimentos Venda Economia ,n_ironia,n_ironia,0.0012448433020883
  kkkkk esse fds virei bicho preguiça dormi pouco,ironia,ironia,0.999999283177952
 regram Ironia modo on...  razaovsemocao coracao cerebro… ,ironia,ironia,0.999999283177952
"MEIRELLES E MICHEL MENTEM ... 'Le Monde': A falsa"" recuperação da economia brasileira economia  via """,n_ironia,n_ironia,0.0012448433020883
Mais um ano de punição para a Força Jovem.  ,ironia,ironia,0.9999992157943436
...e quem foi temperar o choro e acabou salgando o pranto?!… ,ironia,ironia,0.9999992718896556
Só é espetáculo quando é filme de negros escravos sendo torturados e mortes por seus senhores brancos!!!,ironia,ironia,0.9999992747282864
Foi preciso chegar ao 12o ano para ser levada pela 1ª vez ao diretor ,ironia,ironia,0.999999233960434
Ídolo  PedroSanchezM4,ironia,ironia,0.9999992546230292
Um filme sobre os jovens que são forçados a sair país para irem para o Reino Unido. Isso era um filme bom. ,ironia,ironia,0.9999992458367678
"Fogo, hj teve grande dia! tanto calor, sol ! tou a suar ! hj era só pessoas de bikini e calções também com esta tosta eu compreendo!",ironia,ironia,0.9999992803723918
Uma boa quarta-feira.DeixeAEsquerdaLivre  ,ironia,ironia,0.9999992604235944
Ministro do Planejamento aposta em fim da recessão. CBN Economia ,n_ironia,n_ironia,0.0012448433020883
To ligado na sua  ,ironia,ironia,0.9999992690399144
"Racismo contra brancos, heterofobia, intervenção militar, direitos para as mulheres, etc: ATÉ QUANDO?? ",ironia,ironia,0.9999992718896556
Plenário pode votar projeto que regulariza incentivos fiscais a estados  economia,n_ironia,n_ironia,0.0012448433020883
Boa semana!!  AlinneIrônica AlinneRosa Alinnistas Humor  Segunda BomDia … ,ironia,ironia,0.9999992718896556
Gente que reclama de que quem reclama de algo. ,ironia,ironia,0.9999992604235944
Poxa  o site de compra esta péssimo. O que acham de pedir ajuda para uma empresa de TI? ,ironia,ironia,0.9999992803723918
"Não tem geografia que abrigue essa galera, Brasil! Vamo sentar aqui e fazer umas continhas c'atia!  ",ironia,ironia,0.9999992690399144
Que orgulho do Feliciano votando contra a cassação do Cunha. ,ironia,ironia,0.9999992747282864
"Espetáculo: ""O fim do mundo"" da escola Baka. http://t.co/64F1bL6f",ironia,ironia,0.9999992633069276
"Vai ter um monte de adolescente usando achando que é dado real, certeza -_- ",ironia,ironia,0.9999992690399142
 sim por isso usei a ,ironia,ironia,0.9999992747282864
"Para quem adora comprar, mas também ama economizar: Ganhe de Volta!ganhedevolta cashback economia desconto... ",n_ironia,n_ironia,0.0012472739770557
 sério que tem reclamação do   ? Quem poderia imaginar?   odeiosantander,ironia,ironia,0.9999992747282866
A net do comboio é tão mas tão boa... ,ironia,ironia,0.9999992747282866
Ooooooo que peeeeeenaaaaa ironía ,ironia,ironia,0.9999992718896554
A bancada ruralista é a única que tá honrando o seu eleitorado?  ÉGolpeSim,ironia,ironia,0.9999992718896554
Henry Cavill o Superman de Man of Steel tem medo de voar :O :O Veja o ator chegando no aeroporto com... ,ironia,ironia,0.9999992517057084
  q é isso?!?!?! Todos os times são beneficiados e prejudicados!!!! O título não foi manchado!!! ,ironia,ironia,0.9999992803723918
Jura? ()  Brazil ,ironia,ironia,0.9999992661790196
"obrigada mãe, por confiares tanto em mim... ",ironia,ironia,0.9999992690399142
Isto está a ser tão fixe,ironia,ironia,0.9999992633069276
Cooperativas Cresol realizaram mais de 580 ações na Semana de Educação Financeira Economia Semana educação...,n_ironia,n_ironia,0.0012448433020883
"Só para constar.... Meu tweet anterior foi , para aqueles que não entenderam OU não assistiram o programa",ironia,ironia,0.9999992747282866
andré é um amorzinho de pessoa !!  ^^,ironia,ironia,0.9999992803723916
": Existe um conselho d ÉTICA, mas, NÃO EXISTE ÉTICA. Manuela D'Ávila critica a Câmara por proteger"" Bolsonaro """,ironia,ironia,0.9999992747282864
Olha Solange Peres que gato e criança queridos :) ,ironia,ironia,0.9999992661790194
Obs: eu não coloquei a foto!  ,ironia,ironia,0.9999992546230292
Ui isto hoje é só gente com vontade de conversar....,ironia,ironia,0.999999277555851
"Depois da BTF, agora a TriNZ.O modelo"" com os seus vários níveis...esse destruidor de carreiras... not  """,ironia,ironia,0.9999992633069272
liga pro gerente da sua conta no banco ,ironia,ironia,0.9999992249306092
"Mercado financeiro reduz projeção de inflação para 3,92% este ano economia inflação mercadofinanceiro... ",n_ironia,n_ironia,0.0012448433020883
Nova coleção: Bom dia porque? engracado  diversao comedia refletir  ,ironia,ironia,0.999999283177952
(palmas) É assim que o Brasil vai pra frente.  ,ironia,ironia,0.9999992690399144
" a PresidentA é lentinha, NÃO entende de ... (ela vai achar que vc está GRATO de fato). kkkk",ironia,ironia,0.999999277555851
Produzindo a nova música do DS   Tá ficando do c*r*lh*!! logicprox music logicpro audio... ,ironia,ironia,0.9999992718896554
O Eurico Miranda está na área e jamais vai deixar isso acontecer...   ,ironia,ironia,0.9999992661790194
"Com crise na JBS, governo estuda incentivos para pequenos frigoríficos  economia",n_ironia,n_ironia,0.0012448433020883
"Eu nao disse que voce é burro, apenas que voce nao sabe de nada"" ?""",ironia,ironia,0.999999280372392
Maná: ascolta “Ironía” il nuovo singolo  Ironía ,ironia,ironia,0.9999992718896556
"pois é, né? Pra que tumultuar? O Brasil precisa focar na retomada do crescimento, em sair da crise. Isso é revanchismo ",ironia,ironia,0.9999992747282866
Não tem aula melhor que Ciência Política.  Mds. AulaChata,ironia,ironia,0.9999992718896556
Os adoro matemáticas! ironía,ironia,ironia,0.9999992661790196
Um dia me disseram que lucidez demais também é loucura... dramaqueen  ficaadica,ironia,ironia,0.999999283177952
Vrdd melhor professora como eu amo aquela mulher  ,ironia,ironia,0.999999280372392
 (eu não tomo banho),ironia,ironia,0.9999992604235944
a isto chama-se ,ironia,ironia,0.9999991940553796
Dunga Burro! Nem convocou o Guerrero!! ,ironia,ironia,0.9999992775558508
Veja desrespeitando inteligência? Quase não acontece...   EducarSimReduzirNão,ironia,ironia,0.999999280372392
Fiz 8 vôos rezando pra não morrer agora que tô em casa tô desejando ter morrido.  ,ironia,ironia,0.999999283177952
Gosto deste futebol bonito do Falcão.Lembra o Brasil de 1982.Não ganha nada.Mas é bonito..,ironia,ironia,0.9999992690399142
" deveria ser criado um novo órgão prá ele: Ministério da Informalidade, para gerir questões ~informais~. ",ironia,ironia,0.9999992690399144
Análise perfeita em menos de 30 horas... fail sqn  ,ironia,ironia,0.9999992803723916
" Caramba, que ironia, hein? Fiquei impressionado... rs  metalinguística",ironia,ironia,0.9999992775558512
"Ahahaha adoro...estes acham que estamos a falar de árbitros...o nome do álbum, caralho! ",ironia,ironia,0.9999992690399142
A preocupação de certas pessoas é tanta q até dói.. ,ironia,ironia,0.9999992803723918
É chique. Brega é pedalar pra sustentar vagabundo do Bolsa Família.  ,ironia,ironia,0.999999283177952
Aula de Fdc. economia ufma,n_ironia,n_ironia,0.0012472739770557
Af' lá vem o Melhor dos Melhores ,ironia,ironia,0.9999992369469372
Sempre existe um lado bom falta só 44 pontos. ,ironia,ironia,0.9999992718896554
Pq não há tendencionismo no jornalismo esportivo  ,ironia,ironia,0.999999277555851
Fim da recessão não está no horizonte de economistas  Economia,n_ironia,n_ironia,0.0012448433020883
Quanto amor nesse Tweet do Jared.  Quase chorei de emoção. ,ironia,ironia,0.9999992690399144
"Aumento na conta de luz, água, gasolina. Gente, é o FHC. ",ironia,ironia,0.9999992690399142
"O socialismo não é amor. É um martelo com o qual se golpeia os inimigos."" Mao Tsé Tung, também poderia ser chamado de Paz e Amor """,ironia,ironia,0.9999992633069276
quando vc sente falta de uma amizade o mais certo de se fazer é sair falando pra todo mundo que vc quer que essa pessoa apanhe ,ironia,ironia,0.9999992517057084
"~ aí você descobre que no mesmo dia que você foi pra Indaiatuba, ela também foi ..  u.u  destino ou coincidência ?  o.O  '",ironia,ironia,0.9999992575289764
"Eai , feliz fim do mundo ?! Hahahahah",ironia,ironia,0.9999992747282864
MPF e Grupo J&F retomam negociação de acordo de leniência  economia,n_ironia,n_ironia,0.0012448433020883
tenho uma sorte do caraças fds ,ironia,ironia,0.999999280372392
- E ai? Pode ser que ele seja um bom pai. Que droga né!  ,ironia,ironia,0.9999992747282864
"sim, NYT é esquerda caviar"", sem sombra de dúvidas..... """,ironia,ironia,0.9999992775558512
"Física, facilísimo Ironía  ",ironia,ironia,0.9999992747282866
E o socorro virá dos E.U.A! ?  ,ironia,ironia,0.9999992487769694
Talvez esse seja o meu caco de vidro. ,ironia,ironia,0.9999992575289764
Encontrei dormindo de cabeça para baixo!  gato vampiro ou o Batgato  para um gato… ,ironia,ironia,0.9999992633069272
"Economia: Inflação do aluguel, IGP-M acumula queda de 0,63% em um ano ",n_ironia,n_ironia,0.0012448433020883
Gente n vi ngm se fantasiar de eleven nem de harley quim poxa ,ironia,ironia,0.9999992747282864
Vanessa no tarda  vanebajaya,ironia,ironia,0.9999992747282866
XuxaNaRecord qr dizer q a   não tem mais pacto?!Nossa que maravilha quanta   sdavida,ironia,ironia,0.9999992803723918
se você precisa colocar  nos comentários vc nao merece ser ironico,ironia,ironia,0.9999992775558512
"ECONOMIA CRISE RECESSÃO FORATEMER DIRETASJÁ: Confiança do consumidor desaba em maio, aponta CNI",n_ironia,n_ironia,0.0012472739770557
"JBS fez dossiê"" sobre coronel amigo do presidente  Economia """,n_ironia,n_ironia,0.0012448433020883
Acho que o Tite não sabia que o figueirense iria vir fechado e apostando nos contra ataques... ,ironia,ironia,0.9999992633069276
"E vamos regularizar a corrupção. Ops, o Caixa 2. ",ironia,ironia,0.999999236946937
tipo che quando perdiamo leggo cose bellissime (  ) MilanJuve,ironia,ironia,0.9999992747282866
A minha melhor arma   ,ironia,ironia,0.9999992546230292
É óbvio q vai para melhorar as ruas e estradas cearenses  sqn ceara,ironia,ironia,0.9999992859725744
Cade diz ser equivocada delação de Saud sobre favorecer empresa da JBS  economia,n_ironia,n_ironia,0.0012472739770557
Economia Panama Papers: Fisco está a investigar 165 contribuintes  Em ,n_ironia,n_ironia,0.0012448433020883
LAutunnoAddosso e il mare dentro.   ,ironia,ironia,0.9999992747282866
"Mirad que mal trata Paula a sus fans eh, pero fatal. Anda e ide a rascar o cú. ",ironia,ironia,0.9999992747282864
Cadê aquele time fodão que ganhou de 3x0 contra o Campinense? ,ironia,ironia,0.9999992604235944
Tem pessoas tão idiotas no face que quando você posta algo com ironia você tem que colocar  para o povo... ,ironia,ironia,0.9999992803723916
Por que o universo nos oferece 500mil formas de entrar em contato com quem a gente não quer ver nem pintada de ouro? ,ironia,ironia,0.9999992249306092
Luz acabo e voltou.Lembrei da escola que todos gritavam quando isso aconteciaSaudades daquele época ,ironia,ironia,0.9999992718896554
Ai a pessoa parece o free Willy mais fica chamando as pessoa de gordo  tomeherbalife,ironia,ironia,0.9999992775558512
"Juiz safado,falta não marcada, cera do goleiro....ahhhh o romantismo da libertadores não tem igual",ironia,ironia,0.9999992747282866
Economia - Brasileiros retiram dinheiro da poupança para pagamento de dívidas ,n_ironia,n_ironia,0.0012448433020883
"Era só a opinião dele gente, calma, tudo agora é racismo?  ",ironia,ironia,0.9999992747282868
" Eu chego a achar meigo . Mas a sério, daria 1 discussão imensa de boteco sobre os pqs desse tipo d manifesto ser uma merda",ironia,ironia,0.9999992690399142
"Gesner Oliveira: Recessão acabou, mas já dá mostras de que pode voltar  Economia",n_ironia,n_ironia,0.0012448433020883
Nem parece que tem um filhão lindo e saudável e uma namorada sorridente  ,ironia,ironia,0.9999992309622424
"EMILLY FICOU, MESMO DEPOIS DE TODAS AS TORCIDAS CONTRA E UM CALL CENTER, COMO ASSIM!!!  BBB17",ironia,ironia,0.9999992633069276
"Galera, queria dizer que estou com celular. Quem quiser conversar pode chamar! Valew naofuiroubado ninguemfalacomigo boanoite ",ironia,ironia,0.999999277555851
"Procure entender, eu amo você..."" MusicaNova """,ironia,ironia,0.9999992747282866
"Olha ai, o mundo girando e a gente se esbarrando outra vez ... "" NovaDeles Foda  """,ironia,ironia,0.9999992718896556
mais uma benção para o Brasil do  Deputado Cunha e sua bancada   ,ironia,ironia,0.999999239921797
Kkkkkkkkkkkkkkkkkk. Os caras levaram a sério o comentário.  minha gente.,ironia,ironia,0.9999992690399144
"Por que, migo? É tão fancy colocar palavras aleatórias in english no meio da sentence! ",ironia,ironia,0.9999992718896556
Presidente do BNDES pede demissão a Michel Temer  economia,n_ironia,n_ironia,0.0012448433020883
"Crise pode atrasar reforma da Previdência, diz Meirelles  economia",n_ironia,n_ironia,0.0012448433020883
E pensar que tem gente que engravida de zoas e se mutila em clínica clandestina só pq quer...  contraoaborto,ironia,ironia,0.9999992747282866
Temer poderia convidar a Joice Hasselmann pra apresentadora na NBR...,ironia,ironia,0.9999992661790196
