	text	prediction
729	 Não é photoshop não, viu? () Imagina se eu e ele tivéssemos um filho? Seria um cabeção com olheiras. Pobre criança	1
730	Vamo trabalhar num lugar q precisa viajar mt, é ótimo.  bitchplease	1
731	 experimenta NÃO dar a informação para saber o que dirão 	1
732	O Vasco contratou o artilheiro da ultima libertadores e um xará meu? Vcs reclamam demais... 	1
733	Desemprego é de 13,6% e atinge 14 milhões de trabalhadores, diz IBGE  Economia	0
734	Míriam Leitão: alta do PIB mostra que recessão acabou, mas ainda não há crescimento. economia 	0
735	Para concluir Angra 3 são necessários R$ 17 bilhões  economia	0
736	Gente.., a  do destino é que um ex companheiro dos petralhas, o Sr. Gilberto Gil tenha gravado uma... 	1
737	Ok, Net sempre agradando seus clientes.....So porque monopoliza Sao Carlos...Pffff..	1
738	Vantagens...  Hahahaha AlinneIrônica AlinneRosa Alinnistas DiaDosNamorados Humor  BomDia 	1
739	É só botar mais luz que resolve! 	1
740	O bom é que sao 8h e o onibus das 8:40 ainda nao chegou. Amo/sou esse país. 	1
741	devias publicar em tudo o que é rede social: instagram, facebook, twitter e ainda pinterest... 	1
742	"Batedores de panela não vão agitar as varandas contra o distritão?Vai baixar o salário da empregada? Então não me interessa!"" """	1
743	Queste giornatine che iniziano sempre bene ultimamente buongiorNO 	1
744	onde clica pra pedir ajuda pros universitários? 	1
745	o si pls que beia. Ironía :3. 	1
746	Os impostos que pagamos em 2017 já chegaram à marca de R$ 900 bi! o_O Brasil tributo dinheiro governo economia	0
747	Boa tarde pra todos que falam mesma língua que eu, que são: Português, Swahili,  e Indireta. — feeling excited	1
748	Qria muito dormir - mas tenho q ir pro 'melhor trampo q existe' 	1
749	Tenho um exame amanhã e só estudei o que tinha que fazer hoje 	1
750	LavaJato  do Destino Sen Aécio autor da Lei das Estatais foi o 1º a fraudá-la. Pediu propina p/ pagar propina anterior. Vixe!	1
751	Golpista não passarão!! 	1
752	 burroRT :  sim, ignorante	1
753	  ta muuuuito preocupada por estar atrasada 	1
754	 já tem meu voto! sqn 	1
755	Não dê RT em fatos verídicos! Isto automaticamento o tranforma em petista! E pior, corrupto! excessos de ! 	1
756	Sites que devolvem dinheiro viram opção a programas de fidelidade  economia feedly	0
757	A proposito di  ... 	1
758	 achas mesmo tu escondes mesmo bem 	1
759	  Ele leva muito a sério essa coisa de ser contra a propriedade privada...  	1
760	Curioso: Fernando Collor foi quem assinou a atual redação da lei de improbidade administrativa. Ele mesmo foi impedido 	1
761	- Amo matemática.	1
762	7a1!!!! O futebol bailarino voltou!!! Brasil voltando a ser Brasil. 	1
763	Economia Banco Montepio diz desconhecer motivo de subida significativa das ações  Em 	0
764	seguro que marca nano 	1
765	Notícia: Temer comemora alta do PIB e diz que 'acabou a recessão'. política economia 	0
766	Henrique Meirelles estreia conta oficial no Twitter  Economia	0
767	Japão faz cotação do bitcoin disparar no mundo  notícias câmbio destaque economia	0
768	Rên  tipo, muito 	1
769	Culpa da presidente: Congresso triplica recursos para partidos ao aprovar Orçamento 2015 G1  	1
770	As minhas irmãs já têm o quarto remodelado!! E eu?? Vou ter de esperar mais 5 anos.  	1
771	 Parabéns pela resistência em fazer ligações em ciclovias da zona norte como na Ponte Júlio de Mesquita, valeu Suzana! 	1
772	Antero Greco em POST sobre o uso de SQN e , curtiu meu coment e me bloqueou. Sensível demais .twitter.com/sDbqgKkJnP	1
773	Sim, Lula não se da bem com Dilma que por sua vez fala mal de Lula.  	1
774	O tempo está assim uma beca,só mesmo uma beca pro frio ....  tempo frio outono gelo 	1
775	Até porque eu não tenho onde gastar meu dinheiro, não tenho cerveja pra comprar nem um engenharias pra pagar 	1
776	Que se le nota poco al São Paulo la falta de Pato? Ni un poquito. 	1
777	Rezadeira, benzedeira, cozinheira, carranqueira, macumbeira... VelhoChico 	1
778	porra Samaras 10 anos de Twitter e a gente ainda tem que usar a hashtag 	1
779	 também é Cultura !Obs.: isso não foi uma 	1
780	MG: Mais de 80% das cidades do Sul de Minas contam com lavouras de café para impulsionar economia | CNA… 	0
781	“Perder clientes é fácil, reconquistá-los se torna uma tarefa árdua e custosa”. ComércioExterior Economia	0
782	"crec que feia mooolta falta aquesta aclaració de """	1
783	Não recebi feliz círio de quem eu queria, por outro lado, fui muito amada por alguém que eu nem imaginaria êvida 	1
784	Vou-vos dizer uma coisa...a tarde fq é o melhor que há 	1
785	Uma : a esquerda DEFENDE Livre Comércio e Fronteiras Abertas na Inglaterra enquanto REJEITA ambos em Cuba e Coréia do Norte. Brexit	1
786	Ahhh!!! E não é que está chegando meu aniversário.  indiretasdobem comprapreu 	1
787	390 horas de trabalho de parto. Que lindo! 	1
788	": Incerteza sobre o Brasil faz dólar superar patamar de R$ 2,60   VamosBien """	1
789	Nossa, muito orgulho mesmo,enquanto uns têm Scalene e Kita, a gente tem zueira... Claro!  MisturacomRodaica	1
790	   galera que usa leitor de tela agradece 	1
791	Rasgue as minha cartas iiii, não me procure mais..Gente eu nem mando carta, pura  isso	1
792	O médico e o monstro. Edição resolveu mostrar o monstro hoje.  BBB17	1
793	As vezes seja um irônico!! TardeBoa! Life! Alegria! !… 	1
794	 Wall Street fecha em alta com Dados econômicos - Clima Economia Eua	0
795	Federica non credeva fosse balsamo quello di Verdiana, quindo lo ha mangiato (tanto per cambiare) AHAHAHAHAH  GF14	1
796	"a tua fé te curou"" """	1
797	"vou me ausentar da internet hoje porque já tô com preguiça das piadas de ""cadê o fim do mundo?"" de vocês."	1
798	 porque o Marcelo é inteligentíssimo 	1
799	Minha vida de vez em quando é tão empolgante que sei lá. 	1
800	O Doria é foda. Nem é presidente, mas já influencia 1.086 municípios além de São Paulo.   (Cc )	1
801	Todo moi racional, a culpa foi de NÓS-Candidatura Galega ironía xerais2016 	1
802	felypenery: InovacaoTecnolo: Robôs e legislação ambiental marcam fim da globalização? -  - Tecnologia Economia T…	0
803	E a gente se entende!!  AlinneIrônica AlinneRosa Dudu Alinnista Dudista Dog Humor … 	1
804	"Estou um pouco depressivinho"", vou procurar algum vídeo para comentar ""vc alegra meu dia... blá, blá,blá..."" """	1
805	Bom dia. Boas novas   economia crescimento PIB retomada normalidade	0
806	sim por isso usufruindo da  hahaha	1
807	 Será que a mídia vai pressionar, perguntar por que mudaram de ideia? 	1
808	te amo LeemeEsParaTi PoemaCondestino PlumadPoetisa UnSentimiento5Letras ironía MartesDeGanarSeguidores	1
809	 tá falando de mim?! não gostou?! vem puspau!!! 	1
810	Num dia o sujeito está levando pó p/ a Indonesia. No outro está voltando em pó p/ o Brasil.  PenaDeMorte	1
811	 Mas foi essa a raiz de meu tweet! Pura  kkkkkkkkk Se chegar longe e merecer ok,o triste seria só por graça! haha Oremos	1
812	Difícil pensar num mundo mais equilibrado quando os homens detém o controle do **capital** nesse nível economia 	0
813	Cansei de tweetar! Tchau ate amanha! Que daqui a 6h tou a acordar para ir para a escolaa! :p iupiiiiiii 	1
814	Ser conhecido por milhares d pessoas e ao mesmo tempo não ter ninguém que realmente te conheça  pensamentos escolhas vidasolitária	1
815	"Ouvi dizer que uma banda chamada Reffer não conheço"" vai abrir os shows do NOFX, confere?   tuite"""	1
816	Ele claramente pisa fora do logotipo no quarto arremesso  	1
817	.... il mio sabato sera preferito!   buonanotte	1
818	Segundas Feiras com o Luz 34 - Senhora Dona Legi…:   :3 ahahah  como sempre muito bom!	1
819	Oops que penita ... 	1
820	Artilheiro do condomínio? haha 	1
821	VLT DO SUBÚRBIO: Investidores pedem prorrogação da licitação Economia 	0
822	Festes valencianes posant senyeres de la tradició valenciana. Mate meua  com te'n passes.  verparacreer BatalladeFlors	1
823	Até perdoou todo mundo que votou na estrela sensacional que ela é BBB17  	1
824	OSTIA QUE RABIA  bravomaria laputaamaenserio  	1
825	 mas teatro é coisa de vagabundo. Nem precisa mesmo.  vivaaculturadopr	1
826	Iam a caminho para o estádio da luz?  	1
827	Pagar 49reais o quilo da comida e ela vir fria... Tem coisas que só a Vila Madalena te oferece. comidagourmet 	1
828	Me emcamta que me tenga que dormir a mitad de peli... 	1
829	pobre Rc ele não consegue nem trazer os atacantes de lado...	1
830	"O mapa com as cervejas mais populares em cada país""  economia feedly"""	0
831	Mas tem aquele shake que é só tornar que emagrece. E posso ganhar dinheiro até... 	1
832	ele joga tanto que já apareceu mil e um times atrás dele 	1
833	Economia: Corrida por mão de obra faz Apple e outras gigantes oferecerem curso universitário 	0
834	Da reforma que não vai tirar nenhum direito trabalhista.  	1
835	Economia: Demanda das empresas por crédito cai 12,2% em abril 	0
836	Sério ciência? Conte-me mais sobre isso... rs irônia 	1
837	Muitos vivem de modinha  que pena  	1
838	Parto a frente da volvo em entre-campos e recebo este sms: Que este seja apenas o primeiro de 365 fantasticos dias. Feliz Ano NOWO. 	1
839	Parabéns aos pais e mães pelo dia de hj... Aos professores, parabenizo vcs em maio e agosto do ano q vem ok?! hipocresia demagogia 	1
840	 nooooosa que revolucionário! Agora vai hein! 	1
841	Legal do cinema do Tacaruna é o cheiro das salas 	1
842	Com Dilma, seleção fez fiasco na Copa / Com Temer, seleção levou ouro na Olimpíadas. Só não vê quem não quer na melhora do Brasil. 	1
843	ué, mas não estávamos em crise?  	1
844	Tem nome mandando mais que Bandeira!! NaçãoXdelação 	1
845	Diário do Gastão já saiu!  economia	0
846	Dia lindo para se estar dentro de casa de pós-operatório!  sqn querominhaliberdadedevolta saudadedecomerbesteira chateada	1
847	A hashtag do dia: . Cunha vai homenagear o MP às 9, que apareceu na sua às 6 da manhã p agradecer  	1
848	 será Q ele foi sondado pelo SPFC e já incorporou a postura do time?! 	1
849	Na BandNews, a nutricionista orientando sobre obesidade: evitar massas, pães, frituras, doces....E eu comendo pãocomovo delicia...	1
850	Ai gentes, que ditadura da informação, tem que saber quem é,  dono do que,  a origem...Foi somente uma carona.Dose cavalar de 	1
851	Una pena e__e   	1
852	Kaplan, do Fed, prevê mais duas altas de juros em 2017  economia	0
853	 sou a pessoa mais humilde do mundo, querida 	1
854	   esse ai entende tudo de real madrid mesmo!!!! 	1
855	Sabe de uma foisa q eu gostei d+ nesse colégio foi fazer avaliação de professor amei ver a cara de uns bem putinhos!!! 	1
856	Como a vida é justa. Amo essa vida	1
857	IAF comemora 11 anos de conquistas com evento jurídico e almoço Economia 	0
858	Por que ele tirou o Pato? 	1
859	Secondo me Aulas é juventino   	1
860	 pedágio dentro da cidade. Que legal hein! 	1
861	Premiooo! 	1
862	A preocupação de certas pessoas até me assusta.. 	1
863	Este trânsito na 2a Circular.. adoro 	1
864	"do jeito que anda a situação o evento ""fim do mundo"" é open bar de nova schin"	1
865	 socialistas neokeynesianos fazerem retweet disto sem terem noção de quem manipula as taxas juro. 	1
866	Pra mim já ultrapassou as estatística Vamos pra contagem regressiva ? Hahaha  taoeu	1
867	Adorrr BuenDia 	1
868	Fundo Brasil-China: acordo podecausar problemas a brasileiros  economia	0
869	Pintar faz alguma diferença?! anyway studioanyway draw drawing  ironic sketch… 	1
870	Sentiu a diferença?? A mudança tá começando, Brasil...  SQN 	1
871	Pois nada acabaseme de joder o móvil, que guai  	1
872	Que os parece??  Tarragona Economia Inmobiliario   FelizFinde	0
873	Isso mesmo! Tem que incentivar mesmo,pra aumentar a população no Brasil,que é tão pequena! Quanto mais jovem parir,mais bonito!  	1
874	IStandWithTaylor Piada do ano: Kanye fez Taylor famosa! Claro que foi, só ele, sem ajuda de ninguém, Swifties reconheçam seu papai! 	1
875	Supra-sumo da  seria não passar impeachment  na Câmara... mas ser aprovado o do VazaTemer. Extinguir o golpe e o golpista.	1
876	 é a crise. Se fosse você o presidente seria 1 milhão ctz 	1
877	achei um absurdo inclusive 	1
878	 Tem que começar a escrever , só por segurança rs.	1
879	Até o basquete está sem raça. Banana de Melo a culpa é sua. 	1
880	vai lá Once, faltam só mais 5... 	1
881	Mentira!!!  IMAGENS CALUNIOSAS.  Lá não tem internet pra ficar postando vídeos mostrando o lugar. Tudo fake 	1
882	putamerda.. Já me sinto mais segura.. 	1
883	As Meninas do Jô falarão da lista do HSBC? 	1
884	O Mano Menezes, mais uma vez, mostrou que defesa ganha jogo. 	1
885	Com certeza o que o povo reclamou foi para que aumentassem o tempo de mandato!  PoliticosBurros...	1
886	se a Odebrecht reformou a piscina de graça,tem é que agradecer ao Lula e ao Marcelinho, porque não precisou gastar dinheiro público. 	1
887	Que vida mas dura... (2).Viñetas Humor Crítica Ironía 	1
888	A vida Cristãe as falsas promessasSORRATEIRA DISSIMULA TRAIÇÃO ESPIRITUAL COM OS TAIS DESEJOS PROFUNDO NA  DE 1 CONTRA O OUTRO.	1
889	aaaaaaaaaf , vcs não sabia que Tudo que você quiser é pra Bruna Marquezine ? kkkk 	1
890	Ah, pera, empresa x me chamou pra entrevista pro cargo de gerente. Pera.  vidaReal	1
891	Ai vc conhece a pessoa e espera que ela amadureça. ..Dai ela vai e apodrece.. 	1
892	Pensando bem: teria sido uma boa ter abortado Jean Wyllys. Pena que a mãe dele era contra o aborto! ;) 	1
893	kde o fim do mundo ?? 0o	1
894	Recursos da venda da Celg D: Governo de Goiás muda lista de prioridades   CelgD Investimentos Venda Economia 	0
895	  kkkkk esse fds virei bicho preguiça dormi pouco	1
896	 regram Ironia modo on...  razaovsemocao coracao cerebro… 	1
897	"MEIRELLES E MICHEL MENTEM ... 'Le Monde': A falsa"" recuperação da economia brasileira economia  via """	0
898	Mais um ano de punição para a Força Jovem.  	1
899	...e quem foi temperar o choro e acabou salgando o pranto?!… 	1
900	Só é espetáculo quando é filme de negros escravos sendo torturados e mortes por seus senhores brancos!!!	1
901	Foi preciso chegar ao 12o ano para ser levada pela 1ª vez ao diretor 	1
902	Ídolo  PedroSanchezM4	1
903	Um filme sobre os jovens que são forçados a sair país para irem para o Reino Unido. Isso era um filme bom. 	1
904	Fogo, hj teve grande dia! tanto calor, sol ! tou a suar ! hj era só pessoas de bikini e calções também com esta tosta eu compreendo!	1
905	Uma boa quarta-feira.DeixeAEsquerdaLivre  	1
906	Ministro do Planejamento aposta em fim da recessão. CBN Economia 	0
907	To ligado na sua  	1
908	Racismo contra brancos, heterofobia, intervenção militar, direitos para as mulheres, etc: ATÉ QUANDO?? 	1
909	Plenário pode votar projeto que regulariza incentivos fiscais a estados  economia	0
910	Boa semana!!  AlinneIrônica AlinneRosa Alinnistas Humor  Segunda BomDia … 	1
911	Gente que reclama de que quem reclama de algo. 	1
912	Poxa  o site de compra esta péssimo. O que acham de pedir ajuda para uma empresa de TI? 	1
913	Não tem geografia que abrigue essa galera, Brasil! Vamo sentar aqui e fazer umas continhas c'atia!  	1
914	Que orgulho do Feliciano votando contra a cassação do Cunha. 	1
915	"Espetáculo: ""O fim do mundo"" da escola Baka. http://t.co/64F1bL6f"	1
916	Vai ter um monte de adolescente usando achando que é dado real, certeza -_- 	1
917	 sim por isso usei a 	1
918	Para quem adora comprar, mas também ama economizar: Ganhe de Volta!ganhedevolta cashback economia desconto... 	0
919	 sério que tem reclamação do   ? Quem poderia imaginar?   odeiosantander	1
920	A net do comboio é tão mas tão boa... 	1
921	Ooooooo que peeeeeenaaaaa ironía 	1
922	A bancada ruralista é a única que tá honrando o seu eleitorado?  ÉGolpeSim	1
923	Henry Cavill o Superman de Man of Steel tem medo de voar :O :O Veja o ator chegando no aeroporto com... 	1
924	  q é isso?!?!?! Todos os times são beneficiados e prejudicados!!!! O título não foi manchado!!! 	1
925	Jura? ()  Brazil 	1
926	obrigada mãe, por confiares tanto em mim... 	1
927	Isto está a ser tão fixe	1
928	Cooperativas Cresol realizaram mais de 580 ações na Semana de Educação Financeira Economia Semana educação...	0
929	Só para constar.... Meu tweet anterior foi , para aqueles que não entenderam OU não assistiram o programa	1
930	andré é um amorzinho de pessoa !!  ^^	1
931	": Existe um conselho d ÉTICA, mas, NÃO EXISTE ÉTICA. Manuela D'Ávila critica a Câmara por proteger"" Bolsonaro """	1
932	Olha Solange Peres que gato e criança queridos :) 	1
933	Obs: eu não coloquei a foto!  	1
934	Ui isto hoje é só gente com vontade de conversar....	1
935	"Depois da BTF, agora a TriNZ.O modelo"" com os seus vários níveis...esse destruidor de carreiras... not  """	1
936	liga pro gerente da sua conta no banco 	1
937	Mercado financeiro reduz projeção de inflação para 3,92% este ano economia inflação mercadofinanceiro... 	0
938	Nova coleção: Bom dia porque? engracado  diversao comedia refletir  	1
939	(palmas) É assim que o Brasil vai pra frente.  	1
940	 a PresidentA é lentinha, NÃO entende de ... (ela vai achar que vc está GRATO de fato). kkkk	1
941	Produzindo a nova música do DS   Tá ficando do c*r*lh*!! logicprox music logicpro audio... 	1
942	O Eurico Miranda está na área e jamais vai deixar isso acontecer...   	1
943	Com crise na JBS, governo estuda incentivos para pequenos frigoríficos  economia	0
944	"Eu nao disse que voce é burro, apenas que voce nao sabe de nada"" ?"""	1
945	Maná: ascolta “Ironía” il nuovo singolo  Ironía 	1
946	pois é, né? Pra que tumultuar? O Brasil precisa focar na retomada do crescimento, em sair da crise. Isso é revanchismo 	1
947	Não tem aula melhor que Ciência Política.  Mds. AulaChata	1
948	Os adoro matemáticas! ironía	1
949	Um dia me disseram que lucidez demais também é loucura... dramaqueen  ficaadica	1
950	Vrdd melhor professora como eu amo aquela mulher  	1
951	 (eu não tomo banho)	1
952	a isto chama-se 	1
953	Dunga Burro! Nem convocou o Guerrero!! 	1
954	Veja desrespeitando inteligência? Quase não acontece...   EducarSimReduzirNão	1
955	Fiz 8 vôos rezando pra não morrer agora que tô em casa tô desejando ter morrido.  	1
956	Gosto deste futebol bonito do Falcão.Lembra o Brasil de 1982.Não ganha nada.Mas é bonito..	1
957	 deveria ser criado um novo órgão prá ele: Ministério da Informalidade, para gerir questões ~informais~. 	1
958	Análise perfeita em menos de 30 horas... fail sqn  	1
959	 Caramba, que ironia, hein? Fiquei impressionado... rs  metalinguística	1
960	Ahahaha adoro...estes acham que estamos a falar de árbitros...o nome do álbum, caralho! 	1
961	A preocupação de certas pessoas é tanta q até dói.. 	1
962	É chique. Brega é pedalar pra sustentar vagabundo do Bolsa Família.  	1
963	Aula de Fdc. economia ufma	0
964	Af' lá vem o Melhor dos Melhores 	1
965	Sempre existe um lado bom falta só 44 pontos. 	1
966	Pq não há tendencionismo no jornalismo esportivo  	1
967	Fim da recessão não está no horizonte de economistas  Economia	0
968	Quanto amor nesse Tweet do Jared.  Quase chorei de emoção. 	1
969	Aumento na conta de luz, água, gasolina. Gente, é o FHC. 	1
970	"O socialismo não é amor. É um martelo com o qual se golpeia os inimigos."" Mao Tsé Tung, também poderia ser chamado de Paz e Amor """	1
971	quando vc sente falta de uma amizade o mais certo de se fazer é sair falando pra todo mundo que vc quer que essa pessoa apanhe 	1
972	~ aí você descobre que no mesmo dia que você foi pra Indaiatuba, ela também foi ..  u.u  destino ou coincidência ?  o.O  '	1
973	Eai , feliz fim do mundo ?! Hahahahah	1
974	MPF e Grupo J&F retomam negociação de acordo de leniência  economia	0
975	tenho uma sorte do caraças fds 	1
976	- E ai? Pode ser que ele seja um bom pai. Que droga né!  	1
977	"sim, NYT é esquerda caviar"", sem sombra de dúvidas..... """	1
978	Física, facilísimo Ironía  	1
979	E o socorro virá dos E.U.A! ?  	1
980	Talvez esse seja o meu caco de vidro. 	1
981	Encontrei dormindo de cabeça para baixo!  gato vampiro ou o Batgato  para um gato… 	1
982	Economia: Inflação do aluguel, IGP-M acumula queda de 0,63% em um ano 	0
983	Gente n vi ngm se fantasiar de eleven nem de harley quim poxa 	1
984	Vanessa no tarda  vanebajaya	1
985	XuxaNaRecord qr dizer q a   não tem mais pacto?!Nossa que maravilha quanta   sdavida	1
986	se você precisa colocar  nos comentários vc nao merece ser ironico	1
987	ECONOMIA CRISE RECESSÃO FORATEMER DIRETASJÁ: Confiança do consumidor desaba em maio, aponta CNI	0
988	"JBS fez dossiê"" sobre coronel amigo do presidente  Economia """	0
989	Acho que o Tite não sabia que o figueirense iria vir fechado e apostando nos contra ataques... 	1
990	E vamos regularizar a corrupção. Ops, o Caixa 2. 	1
991	tipo che quando perdiamo leggo cose bellissime (  ) MilanJuve	1
992	A minha melhor arma   	1
993	É óbvio q vai para melhorar as ruas e estradas cearenses  sqn ceara	1
994	Cade diz ser equivocada delação de Saud sobre favorecer empresa da JBS  economia	0
995	Economia Panama Papers: Fisco está a investigar 165 contribuintes  Em 	0
996	LAutunnoAddosso e il mare dentro.   	1
997	Mirad que mal trata Paula a sus fans eh, pero fatal. Anda e ide a rascar o cú. 	1
998	Cadê aquele time fodão que ganhou de 3x0 contra o Campinense? 	1
999	Tem pessoas tão idiotas no face que quando você posta algo com ironia você tem que colocar  para o povo... 	1
1000	Por que o universo nos oferece 500mil formas de entrar em contato com quem a gente não quer ver nem pintada de ouro? 	1
1001	Luz acabo e voltou.Lembrei da escola que todos gritavam quando isso aconteciaSaudades daquele época 	1
1002	Ai a pessoa parece o free Willy mais fica chamando as pessoa de gordo  tomeherbalife	1
1003	Juiz safado,falta não marcada, cera do goleiro....ahhhh o romantismo da libertadores não tem igual	1
1004	Economia - Brasileiros retiram dinheiro da poupança para pagamento de dívidas 	0
1005	Era só a opinião dele gente, calma, tudo agora é racismo?  	1
1006	 Eu chego a achar meigo . Mas a sério, daria 1 discussão imensa de boteco sobre os pqs desse tipo d manifesto ser uma merda	1
1007	Gesner Oliveira: Recessão acabou, mas já dá mostras de que pode voltar  Economia	0
1008	Nem parece que tem um filhão lindo e saudável e uma namorada sorridente  	1
1009	EMILLY FICOU, MESMO DEPOIS DE TODAS AS TORCIDAS CONTRA E UM CALL CENTER, COMO ASSIM!!!  BBB17	1
1010	Galera, queria dizer que estou com celular. Quem quiser conversar pode chamar! Valew naofuiroubado ninguemfalacomigo boanoite 	1
1011	"Procure entender, eu amo você..."" MusicaNova """	1
1012	"Olha ai, o mundo girando e a gente se esbarrando outra vez ... "" NovaDeles Foda  """	1
1013	mais uma benção para o Brasil do  Deputado Cunha e sua bancada   	1
1014	Kkkkkkkkkkkkkkkkkk. Os caras levaram a sério o comentário.  minha gente.	1
1015	Por que, migo? É tão fancy colocar palavras aleatórias in english no meio da sentence! 	1
1016	Presidente do BNDES pede demissão a Michel Temer  economia	0
1017	Crise pode atrasar reforma da Previdência, diz Meirelles  economia	0
1018	E pensar que tem gente que engravida de zoas e se mutila em clínica clandestina só pq quer...  contraoaborto	1
1019	Temer poderia convidar a Joice Hasselmann pra apresentadora na NBR...	1
1020	Porque São Paulo deve privilegiar quem tem carro...  Sampa Santo Doria Aumento vergonha	1
1021	Com a  jogando mal assim, enfraquece o esquema brasileiro de pão e circo. Prevejo panelaços em breve politica  futebol	1
1022	Serio que o Brasil antes do PT e da Dilma era chamado de Finlândia???	1
1023	Seu filho quer ser preto, aaaaaaaaaaaaaaaaaaaah, que  BomDia… 	1
1024	"Nunca mais te vais aborrecer""  '-'"""	1
1025	Olha... matéria com aquele cantor sertanejo que ninguém conhecia... o  né? fantastico 	1
1026	"Economia Estamos a caminho de uma consolidação duradoura""  Em """	0
1027	Injustiça Mesmo é Minha Mãe Ter Olhos Verdes 󾆐 E Eu Não 󾆴󾍔󾬎 kkk  Do Destino	1
1028	Tenho muito orgulho de pais.  	1
1029	“:  Sobre polícia e futebol qualquer leigo se acha técnico. Obrigado pela interação.”Servindo e protegendo com amor.	1
1030	 verdade! Disse tudo!  Muito poeta!! Lindo post!!  	1
1031	Dólar sobe e volta a encostar em R$ 3,25  Economia 	0
1032	Impressão minha ou o Augusto Cury está com tudo?  literatura Brasil  Aeroporto Afonso… 	1
1033	É muita feiinha, pela gracinha de Deus!  multiplica Senhor   	1
1034	Futuro presidente do Brasil, orgulho   	1
1035	Viana abre mais de 100 vagas em cursos profissionalizantes gratuitos  notícias Economia 	0
1036	Adoro o empenho das pessoas à arte e a novos projectos...  merdapraistotudo	1
1037	Humor: é a crise econômica estampada na moeda!  ~ quanta graça... 	1
1038	Eu nem queria ter o UFC agora mesmo... 	1
1039	Será ? 	1
1040	 Crise pode atrasar reforma da Previdência, diz Meirelles a investidores - Economia Governo JBS Temer	0
1041	Economia: Fitch mantém Brasil abaixo do grau de investimento 	0
1042	agora vai hein!!temqueexplicartudo	1
1043	Dona do restaurante Griletto compra rede de lanchonete Croassonho  notícias Economia 	0
1044	 e Wedding.... la Sposa e le aue Pazze amiche 󾌳 	1
1045	calma cara, nem classificou ainda... 	1
1046	Governo libera R$ 100 milhões em créditos de ICMS para investimentos Economia governo libera investimentos...	0
1047	"Sim, pq ate custa mandar uma msg a dizer um simples ola"" """	1
1048	"O tempo parece ta passando cada dia mais rápido; mundão girando cada vez mais rápido: isso explica Pq ultimamente to tão tonto"" """	1
1049	 ainda não aprendeste que os animais são mais importantes que as pessoas, porque as pessoas não prestam! 	1
1050	Ja dizia aquele velho deitado.  belohorizonte minasgerais brasil deolhoemvoces… 	1
1051	Que notícia mas interesante no?  	1
1052	"Ela disse pra mim ""Seja uma bom rapaz, pratique algum esporte, tenha bons ideais"" afinal de contas O FIM DO MUNDO não é nenhum fim do mundo."	1
1053	Feirão da casa própria da  termina com R$ 10,2 bilhões em negócios  Economia 	0
1054	   já encheu o saco. Vamos falar do penteado dos jogadores..... 	1
1055	Gazeta da Cidadania já saiu!  Graças a   economia cidades	0
1056	ficar esperando é tao legal *-*  	1
1057	ForçaDonaMarisa pq se dependesse do SUS..  coxinha 	1
1058	Gordo, tu ta como flaco. ironía.	1
1059	Obrigado google maps, por informar que CG x S.Gonçalo são 3:19 hrs de viagem; enquanto levei 1:45 hrs e cheguei 2:45hrs adiantado. 	1
1060	“Mundo Marca Açores”em exibição nos Estados Unidos da América  economia mundomarcaaçores	0
1061	Venha conferir o mais novo episódio do Financast. Hoje entenderemos a Inflação Economia Podcast  .twitter.com/ArI1GnVKuK	0
1062	Economía Dicom arrancará esta semana  	0
1063	Economia em ritmo de crescimento? economia valor empresas .twitter.com/5yGFP8Bz4W	0
1064	DataFolha: 10 pessoas em Brasília, 100 no Rio de Janeiro, 250 em São Paulo. Fracasso total! 	1
1065	A esquerda populista deve estar feliz da vida vendo policiais sendo mortos no RiodeJaneiro  Intervenção 	1
1066	Portugal economia Moscovici: saída do Défice Excessivo é muito boa notícia para economia portuguesa 	0
1067	tomando muito ultimamente  noku upalele lol lmao ironica  nocu tomando ultimamente… 	1
1068	Mulher denuncia agressão e delegado pergunta se ela 'não caiu da escada  Denúncia Mulher Agressão 	1
1069	 PQ TIPO O CAPS ON JÁ MOSTRA QUE ESTOU CALMA 	1
1070	Minha Internet fica top, principalmente quando chove 	1
1071	Ora, ora... pq ele foi o pior presidente que já teve por aqui 	1
1072	Nem se tivesse dez... Hahahaha AlinneIrônica AlinneRosa AR Singer Alinnismo Humor … 	1
1073	E bem isso sono Bomdiaproces gooday solalmeida diva solironica instalike  solange… 	1
1074	Aécio pergunta sobre a gripe e a Dilma responde sobre Ebola kkk tipo nd haver 	1
1075	Está um calor esquisito 	1
1076	IPC-Fipe fecha o mês de maio com deflação de 0,05% em São Paulo  economia	0
1077	No manifesto de fundação do PT lia-se: “somos um Partido dos Trabalhadores, não um partido para iludir os trabalhadores”. vergonha	1
1078	Quem a criança vai chamar de pai?A que pedir DNA para pagar pensão, ué!FofocandoNoSBT 	1
1079	 essa Comissão da Verdade revelou o que ninguém sabia. Legal.	1
1080	Odio dormir	1
1081	Eu já disse, o time e bom não precisa contratar ninguém tá bom assim o elenco  ... selo 	1
1082	eu aqui a esforçarme a tirar montes de 5 para no final receber prendas FANTÁSTICAS 	1
1083	Opa' acorda ao ritmo de carnaval Happy nem gosto né 	1
1084	 o realtá 5*	1
1085	"o do x"" é moi bo para respectar a usabilidade das webs ()"""	1
1086	- Você ta com frio ?? 󾌠 não não to brincando de tremer FDP	1
