text	prediction
Economia cresce 1% no 1º trimestre após 2 anos de resultados negativos. Agropecuária é maior responsável  Economia 	0
Tamires, tira esse turbante, apropriação da cultura negra! Kkkkkkkkkkkk 	1
- ' é a Ariana Grande ser pequena'	1
A UBISOFT, por exemplo, aproveitou o super timing e vai lançar o BOPE na favela carioca no Rainbow Six  	1
Não, disparate.  	1
Só gostaria de dizer muito obrigada para essa linda prefeitura de  pelo apoio aos estudantes  ok	1
" De Iozzi para Otaviano: Como é que vc fala do Silvio Santos e não fala do Faustão?"" """	1
Estou com uma lista considerável de pessoas. E é melhor não estar nessa lista! 	1
Feirão da Caixa começa sexta-feira e terá 228 mil imóveis  Economia Caixa Feirão Imóveis	0
 . tem gente que entende	1
"Vou escrever um livro. Já tenho o título: Manual sobre comportamento e etiqueta para quem usa o celular enquanto anda de ônibus"". """	1
Manguinhos sofre novo revés na Justiça  notícias Economia 	0
adoro o the sun , sempre confiavel 	1
tio eso es photoshop ironía	1
Adoro este tipo de pessoas :))) 	1
Me encanta todo todito. ¡¡Yuuuhuuuuuuuu!! ironía	1
+1  desperdiçada :)	1
Viva os sérios e as sérias deste país 	1
  cuidado pra n ta sendo só a 	1
Me encanta no poder dormir. 	1
Mais pescado descarregado nas lotas da Região  economia madeira	0
Adoro vir ao médico, ter hora marcada e ficar esperando meia hora, no mínimo, depois do meu horário...  	1
Ô trânsito nessa cidade está cada dia mais lindo, ein! Ô Lindeza, ô beleza... Ô mizera! Imapaciência 	1
 + Sarcasmo=Ignorancia fingida ...	1
 faltou o  amiga.	1
O filha da puta deixou mais de 3GB de pornografia jogável no meu PC.Garoto bacana!	1
Ó Senhor K me diga qual marca de cueca o senhor usa para guardar o seu pau de selfie.    	1
Lançado o Portal Meu INSS  inss avbr novidades economia contabeis	0
E sem falar que a gente nunca conversa coisas assim, aqui o convivio é otimo pakas! .com	1
Eu falo zoando e a pessoa recebe como um elogio. Mereço né não? bb	1
o  está EMPOLGADÉRRIMO com a competição revolucionária que começou ontem... 	1
Que vida mas . ironía	1
Mais um sinal de melhoria na economia. Que bom! :)  dinheiro inflação FGV consumidor preço	0
Economia: Índice que reajusta aluguel, IGP-M cai 0,93% em maio 	0
Oi libera lista com mais de 55 mil credores -  / economia negócios justiça empresas dinheiro telefonia telecom	0
A sua câmera cai no meio do bate cabeça e fica inteira~ aí ela cai de 10 cms no chão e para de funfar 	1
 estou na sala de espera do Otorrino e na tv esta passando Maluca Paixao, filme sobre uma garotinha com deficiencia auditiva...	1
"Sim, pq como ousa sair de casa de bermuda, camiseta e chinelo?  Quanta pobreza de espírito dessa colunista"". """	1
"Somos marabunta...""Viñetas Humor Crítica Ironía """	1
 brigadina isso deixou-me mt mais confiante *-* 	1
"Opa, o Breiller analisando... Será q o exagero desse lance tbm é culpa da torcida racista"" do Corinthians ?? """	1
Tim Cook dice que es gay....uuuhhhuhhhh que sorpresa..... 	1
Perché il QE è ancora necessario BCE QE Economia 	0
Se vá pero regresa que 	1
Valendo ressaltar q essa merda toda está sendo feita pelo GOVERNO DO ESTADO DE SÃO PAULO caso alguém não tenha notado.   OcupaEscola	1
Seis horas sem marcar gol. Isso seu professor esquerdista do WEC não mostra futebol  6hMexico	1
Que bom que tá chovendo, já que não tem uma gota de água na torneira, vou contar o banho de chuva. Olha a Dilma sacaneando. 	1
há mais de que tudo isso importa, ele mandou apagar o grafite que tava na 23.. 	1
Fugindo do sonho comunista para a opressão capitalista.Não consigo entender.. 	1
FifthHarmony deve  ter  ficado  bem  tranquilo  depois  deste  recado   	1
Economia.Nascidos de setembro a dezembro poderão sacar FGTS de conta inativa 	0
TUDU BLACK BLOCK BADERNEIRO.. cadê o batalhão de choque pra dar borrachada neles? 	1
Se pudesse fazer um raio-X do meu  seria menos dores de cabeça para mimIrônia	1
Nunca gostei do Santander!  	1
Eurico o melhor presidente do futebol brasileiro..... 	1
- Ai você gosta da pessoa, e ela gosta de outra e a outra gosta de outra e assim vai... 	1
ECONOMIAA RECUPERAÇÃO DO BRASIL SÓ EXISTE UM CAMINHOPUNIÇÃO AO RIGOR DA LEI A TODOS OS RESPONSÁVEIS DO GOLPE &DiretasJÁ!	0
Como acabar com o racismo se existe cotas raciais na Universidades Públicas?  Hipocrisia NaoAsCotas	1
Essa indústria da multa q não me deixa fraudar o pedágio...  'Multas por evasão de pedágio explodem em SP' 	1
 A UDN também era restauradora e paladino da honestidade. 	1
Adoro qdo vem gente achar q obreiros trabalham pro grupo local  gnt, seria mto bom se vcs compreendessem a carga de trabalho q temos	1
e a primeira, pra ficar bom, é um dia antes do meu aniversário, logo de geografia. Nossa como eu ADORO geografia 	1
Bela notícia em.. Mds  	1
 Ow! A PF daqui a pouco chega aí pelo seu IP. Não fica de zoua cara, vai que tu vira o novo Youssef.  AgoraEAecio45	1
mividasinunjetpack 144 - Ofrenda De Paz. museos paz guerra  suecia viajes  comics	1
"RT @MEUVILLANUEVA: isso daqui vai fica um porre né, todo mundo fazendo drama de ""fim do mundo"" subindo tag ridícula, fazendo piadinha etc, bando de virjs"	1
importantíssimo nesse momento de caça aos direitos não?  	1
Portugal está a antecipar os pagamentos ao FMI. Portugal está melhor!psporto ps porto fmi economia rtp 	0
Esse é o bom de se fazer uma faculdade de exatas. 	1
": Tô sentindo falta do Salvador  Império"""""	1
Este país tá bucha! Bandido coordenando facção de dentro da cadeia. Olha só o Cunha dando pitaco para a eleição na câmara! tabucha 	1
q tarde tan diver yuuhuuuuuuu ironía	1
Jurava que esse que ganhou força tinha sido o primeiro do Brasil  hiprocisiatransbordando	1
TJ diz que lei que proíbe sal em mesas de bares e restaurantes é inconstitucional  notícias Economia 	0
- Pq vc está fazendo essa cara?- Pq eu não sou a Mística pra fazer outra.Indelevel  sexta	1
 pegando solta nesses dois kkk AFeiaMaisBela217	1
"Mando orçamento e o cliente diz  pode baixar um pouco""? Claro que posso, posso baixar um pouco e me deitar no chão seu lindo. """	1
Programa favorito! sem duvida 	1
Verona e il suo Carnevale sempre pieno di   Renzi grillo Expo2015	1
“Pela retomada do crescimento econômico e social do Brasil, pelo bem do Brasil, meu voto é sim” Parabéns,  	1
Lisboa arrecada 3,3 milhões de euros com taxa turística no primeiro trimestre  Turismo  Economia	0
"Melhor que House of Cards é o Episódio de hoje: A Vingança de Collor""."""	1
Muita gente querendo a Dilma fora, mas esquecem que a corrupção  começa quando eles roubam o sinal de TV a cabo haha  ForaDilma	1
Ah como eu amo trabalhar em plena quarta feira 	1
Se tem uma coisa que eu AMO DE PAIXÃO é quando o jogo trava no meio de uma missão!  QuePorra NaoFodeAssimComigoJudith 	1
Volto pra casa e descubro que, inesperadamente, minha mãe agora é noveleira.  ?	1
O Ronan fazendo  na varanda, o que o Daniel disse q ele faria. Cadê os xingamentos, pq Inri tá jogando? 	1
ediçao sempre justona e querem falar de representividade de regiao  bbb16 	1
É tanta gente envolvida nessa Lava Jato que daqui a pouco ou falta água ou carro para lavar. (tragediapolitica )	1
Rio anuncia novo bloqueio nas contasdo estado por parte da União  economia	0
claro pq eu adoro começar a assistir uma série sabendo oq vai acontecer  humor	1
Xingam-me de corneta, devem estar super felizes com a postura do time (mais do que com os ótimos resultados) SeuPaulinoCorneta 	1
Luis Fabiano nunca decepciona. Parabéns! 	1
Torturadores ??QueEsEso 	1
Que ganas tengo de ver a Dasoul 	1
Temos que rir, para não chorar  beautyted tedbear  meme em... 	1
Economia: Número de pessoas que procuram crédito cai em abril 	0
Na boa, a Kátia Abreu tá certíssima: depois de 12 anos de governo popular, não tem mais latifúndio no Brasil ué! sqn 	1
Achei que a vontade do jogador prevalecia antes de qualquer venda, mas acho que me enganei.. 	1
Bom dia pra vc q trabalha ate de domingo  	1
Se o campeonato terminasse hoje, o Bahia séria o campeão brasileiro 	1
Aqueles dias pré-aniversário que você fica morto.......... Estou totalmente animado para a falsidade que virá. 	1
Petrobras quita dívida de US$ 500 milhões com Citibank  Economia Citibank Petrobras quitaçãodedívida	0
Tenho cá uma sorte em vê lo todos os dias 	1
 MAIS NEM  NO SEU ANIVERSARIO ELE SE COMPORTAR,PELO PPARTIDO VC FOI ARRUMAR MEUS PARABENS 	1
O que será que eles têm que o senhor ex-senador não teve?  RodaViva	1
"Irônico corticoide para respirar com uma legenda tatuada just breathe"" tattoo  """	1
Olha, eu queria receber metade desses brindes que vocês falam que nego recebe pra defender dirigente de Flamengo aqui. 	1
 para vc...nem me conhece! eu tô falando sério? tenho q escrever  pra me fazer entender? aff	1
Contas públicas apresentam resultado positivo de R$ 12,9 bilhões em abril  Economia 	0
Genuinamente popular finanças economia forbesportugal	0
Grexit e  sul Web: la Troika e ,  e !	1
Os melhores Pastéis de Belém não estão em Belém   1€ PasteldeBelém PasteisdeBelé… 	1
Chega de fala do fim do mundo. Vamo fala da TekPix xD	1
VIREI SEU FÃ ! Percebe-se que todos os comentários são de pessoas muito sábias que respeitam as escolhas dos outros! 	1
Imagine que louco se atrasassem os pagamentos dos políticos... Mas atrasar a bolsa pesquisa, ok, afinal, ciência não serve pra nada 	1
Minha noite acaba maravilhosa, e meu dia já começa Ótimo u-u  	1
 modo on de   MeEncanta	1
Sempre amada pelos professores....  :) 	1
Fantasias chegaram atrasadas para a Unidos de Bangu. Obviamente é culpa da Dilma que não cumpriu o que prometeu na campanha. 	1
"Feministas são feias""Percebe-se claramente isso... """	1
antoniocostapm : O turismo tem sido um dos grandes motores da economia em Portugal. O grande desafio é diversif… 	0
não seria metade de uma pulga? 	1
encontro anual dos atletas de kart e boliche. friendship amizade friends amigos… 	1
Aventura de índio hoje foi toop com eles , lá na chácara 󾌴󾌴󾌴󾌴 , e eu fui a mais corajosa ta  󾌬󾌩󾌴󾌴	1
Comissão aprova dedução do IR de doaçõesa fundos de assistência social  economia	0
 num. De pênaltis é critério de desempates?? 	1
Analistas apostam em reforma para 2018 e queda de juros mais lenta  economia	0
"O homem superior difere do homem inferior, e dos animais irmãos deste, pela simples qualidade da "".FernandoPessoa"""	1
primeiradelegaciadamulher , libanês bate em mulher, machista nato por natureza. Hipocrisia pedorfioTemer	1
A gente postando sobre o programa, que é gravado, e os apresentadores comentando já sabe do quem saiu...  MasterChefBR	1
 bem que ele podia doar o dinheiro p/ uma instituição de caridade... 	1
será que toda a vez que se comentar uma ironia aqui, como Collor injustiçado, vai ser necessário usar a hashtag ?	1
IMPRENSA CHAPABRANCA ECONOMIA:  Mídia Francesa humilha a mídia brasileira e nega que a economia esteja melhorando 	0
Não imaginava que o banco ficava até tarde aberto 	1
Jornal NotíciasCAPA do GLOBO desta SEGUNDA-FEIRA (22).Minutomt Política Agronegocio Algodão MatoGrosso Amazonia Economia 	0
Foi otimo ver vocês narrando o UFC no Facebook ! Abraços! Irônia!	1
Ônibus lotado, com essa chuva e esse trânsito! Não tem coisa melhor..  	1
se o Geh Palestra disse ngm duvida o homem vem mesmo  	1
Dívidas da Sercomtel acendem luz vermelha na Anatel:  / telefonia economia dinheiro telecom anatel sercomtel	0
Gente eu foço piadas c assuntos polemicos sera que sou uma ma pessoa? N pq eu n sou famosa  da vida	1
A competência é enorme 	1
"Orvile foi reeducado"" depois as pessoas pensam q/ as leis no Brasil ""são ruin"".  Império"""	1
Mas o Ali Kamel, Globo, screveu que Brasil não tem racismo.  	1
Massima condivisione bufale creduloni 	1
1.Há algo de muito engraçado no Brasil quando você lê algumas leis até o final e vê quem as sancionou. Direito 	1
IPC-S sobe em Salvador na 3ª quadrissemana de maio Economia 	0
Prender o dedo na janela foi uma ótima forma de começar o dia 	1
Bom dia!  AlinneIrônica AlinneRosa AR Singer Music Sucesso Bahia Brazil Humor … 	1
Adoro quando demoram imenso tempo a responder 	1
Que lindo que tu doa sangue que tu doa alimentos doa agasalhos. Que pessoa maravilhosa incrível aplaudindo mais ainda pela postagem 	1
Claro que sim, faltou a hashtag .  	1
  de Alex Muller amigos!! Mandou bem Alex!! 	1
Produção industrial registra alta de 0,6% em abril. economia 	0
João Dória tem banheiro em casa e fica usando o banheiro da prefeitura. Isso é inaceitável! . 	1
Só mesmo para começar bem o dia  	1
Bem assim né???  Papai Noel kkkkk minions sincero night  enjoy papainoel christimans 	1
Economia & Negócios já saiu!  economia violência	0
Receita arrecadou R$ 118.047 milhõesno mês passado  economia	0
Fred homofóbico, agora que o pai morreu, e ele não têm um gato pra puxar pelo rabo, vai ter que viver com o tio gay.  Babilonia	1
Não sei vcs... Mas eh cada ironia q vejo q soh Deus p segurar meus risos  naoaguento risoseternos	1
Economia ANA estima 100 mil passageiros por dia no Aeroporto de Lisboa no verão  Em 	0
Carta aos Cientistas Brasileiros  via  Agreed! A ciência não pode depender do governo. Economia inovação	0
 Mesmo bem ! É bom saber que ficaste com satisfacao xd 	1
Não tenho saudade nenhuma dessa correria de fim de ano com enem vestibas e tal. Graças a Deus agora é só OAB e concurso público  	1
¡Feliz DiadelaRaza ! ironía 	1
Lugar de comprar barato! Vem...FarmáciaIndependente Saúde BemEstar QualidadedeVida PreçoBaixo Economia 	0
Bondade humana: verdade ou mito? Até que ponto as pessoas se preocupam ou fingem preocupar-se com os outros? Hoje no Globo Reporter 	1
Que fofo, até me chama querida   	1
The latest Diário Cristiano Novais!  Thanks to   catracasp economia	0
Hahahaha!  Se mulher gostasse de poeta eu estava bem casado kkkkkkk  	1
muito injusto. benfica não merecia. 	1
Quem será que vai enfrentar o  na final do mundial de Clubes? cardiff2017	1
Quem seria eu sem a 	1
Esta semana vai ser a semana que vou dormir melhor  	1
Top dos falsete    SegundaAlifeDetremuraSdv	1
Que engraçado  	1
 A presidente Dilma foi vítima de um golpe, mas um golpe perpetrado pelos próprios petistas. Arrastaram-na para o lamaçal de Lula.	1
Adoro quando NAO me respondem ou dão satisfação  	1
Robin Hood roubava aos ricos, mas em Portugal…  Nacional Opinião economia 	0
Meritocracia! Os ancestrais de todos eles certamente trabalharam duro pra ganhar e manter o dinheiro deles!  	1
Aline, Tião, Mag... tão doces... doces bárbaros..  aleidoamor	1
  ainda bem q o Brasil não tem problemas e as pessoas têm q se preocupar com duas senhoras namorando. 	1
Salários: quatro décadas a marcar passo?  Emprego Trabalho Economia 	0
portuguesePorque quem faz um bom trabalho é premiado...   	1
Brasil e China lançam fundo de investimento de US$ 20 bilhões  economia	0
Ministério da Saúde verifica suspeita de ebola no Paraná.  Culpa da Dilma 	1
O Cid é um génio.	1
Como o governo brasileiro transformou uma recessão em uma profunda depressãoEconomia Brasil Intervencionismo	0
Entenda como a taxa de juros é definida pelo Banco Central  economia	0
"Economia Os impostos sobre os carros em Portugal são um exagero""  Em """	0
As pessoas são surpreendentes... parabéns  sarcasm	1
Ahhahahah vcs os dois juntos maravilhosos u.u ahahah	1
Vamos torcer, mas, sem querer ser pessimista, eu acho que  não sobe. QueFase  AliviarAdor	1
A minha mãe diz que estou linda para amanhã ..	1
Espero que não seja que nem o crescimento da Dilma. Que quando levanta o tapete, o Brasil quebra. Economia BR	0
Qd td o mundo anda a mendigar por seguidores e ai te apercebes q estas a fzr a msm bosta usando um tag   SegQSigoDeVoltaClubeSDV	1
Tanto Tempo Sem Mexer No Twitter Que Nem Sei Mais Como Mexer! ¬¬ 	1
Exclamação/interrogação/reticências, vá lá... mas 1 sinal que pontuasse a  num enunciado tiraria a graça desse recurso...trovadoor	1
fia te nisso .....	1
Perdoe seus inimigos, mas não esqueça seus nomes. FrasedoDia Irônia NadaMal Reflexão kkkkk	1
Cara, por pouco o Cunha não foi pro hospital!!!  	1
Mas para nós é tardeO nosso tempo acabouEu não te posso levar (xau)Eu não sei onde vou  	1
"ele: Salva meu número novo ela:mais eu não salvei nem o velho.óó Irônia"""	1
Manutenção e reforço financeiro do POSEI ‘é importante’  açores economia	0
 mais um guerreiro do povo brasileiro sendo preso em modo educado. São todos golpista! 	1
 Ele tem um sério problema com a balança  , que bom ver ele evoluindo em sua recuperação	1
Caneta e papel  para anotar o segredo  Austrália economia crescimento	0
Dia lindo desse e eu indo trabalhar rs  	1
"No cinema- estreia de convergente e que os jogo comecem "" opa filme errado kkkk """	1
Achei uma decisão assim bem sensata 	1
faltou o 	1
Aiai IBGE tudo pode ser mascarado. Economia JN	0
ECONOMIACOM MEIRELLESO BRASIL TÁ INDO TÃO BEMMAIS DE 50 MILHÕES DE DESEMPREGADOS REAL NAS RUASForaTEMERDiretasJÁ!	0
The latest Diário Daniel Martins!  economia	0
Ainda bem q teve impeachment né? Brasil tá beeeem melhor agora. Parabéns aos envolvidos batedores de panela. ES e RJ agradecem. 	1
E aí a pessoa coloca a foto da mamãe no perfil para homenageá-la e em casa não lava nem o copo que sujou! estranhoisso mamaeteamo	1
 estamos falando de agronegócio?! 	1
Essa Intervenção Militar seria boa!!! HeheheDitaduraGay  	1
 Como a gente se surpreende nessa vida, né?  A culpa também é da 	1
 por quê não consigo ligar de celular pra ouvidoria? Preciso reclamar de um motorista de vcs. 	1
Pondé e Reinaldo Azevedo foram demitidos da Folha? 	1
O auge da carreira Azealia é ser zuada pelo país da Havaianas  denunciemacontadasandalia	1
Quem é rico mora em Brasília.... Cara pintada aprendeu a roubar! LavaJato Imperio  collor&lindbergh	1
NoticiasCAPA do ESTADO DE SP desta QUINTA (08).Economia Politica Brasil MatoGrosso Cultura Politica Agronegocio Minutomt	0
Economia: FMI projeta crescimento de 0,2% para o Brasil em 2017 	0
"Economia Serão criadas as melhores condições de acolhimento"" para os novos…  Em """	0
"Enquanto português não sofro de clubite. A Seleção é a Seleção!"" <3333333333333333333333333333 nonstop brun€ """	1
Pqp amo essa reciprocidade .. 	1
Seguindo lógica de alguns amigos em outros assuntos: Blatter não deveria renunciar ou sofrer tanta pressão. Foi eleito pela maioria. 	1
 vai terminar por motivos de: não suportar as troladas 	1
Pois é...  amor  desilusão mulheres 	1
Não morri,mas obrigada pela preocupaçõ 	1
Ideias inovadoras receberão investimentos do governo do Espírito Santo  notícias Economia 	0
Défice sobe, mas receita da TSU tem melhor início de ano desde 2008  Economia	0
7 dicas para economizar e ganhar dinheiro com a nova economia economia financas	0
Meirelles admite que cronograma da reforma da Previdência poderá sofrer mudanças. economia política… 	0
Se eu amo   e   magina. Só tenho todas as musicas dele. É amo não mesmo! kkkkkkkkkkkkkkkkkkk    Sim	1
Gente, vou dar unfollow em todos vocês pq eu não conheço vocês e nem troco ideia ta? :) 	1
"As mesmas pessoas q criam/participam de tag oBrasil..."" são aquelas q dizem q não são/ quer ser brasileiras...  ou hipocrisia? ?"""	1
Pessoas estão tão desesperadas por alguém pra seguir e se identificar que qualquer coisa que fale o mínimo sobre elas tá servindo. 	1
Ta pra nascer animação maior que a minha.. 	1
"Quem fuma ganzas é ma companhia"" Fala a gaja que se grega todos os fins de semanas, come 4 por noite e diz-se que ja teve duas std """	1
"A temperatura do tal dia do ""fim do mundo"" tá mais agradável que os outros dias. Hehehe"	1
Tengo swag. swaggy fashion style alamoda  	1
 ComoSempre! O PRIMEIRO que eu peguei! Carminha - Para!!!  Livraria Gutemberg 	1
Acho  de  suma  importância   	1
Claro... Totalmente irrelevante, afinal já temos a palavra inquestionável dos policiais envolvidos né....  	1
Bonito todo 	1
Vou ver o TUF agora, sei q não vai ter beijo gay, é programa de família! 	1
 quer dizer que agora tem que colocar a tag  no fim da piada pra princesinha entender?	1
É que não estou de mau humor nem nada 	1
Que preparo! Parabéns PM.  	1
Bruselas impone multa millonaria a Facebook  Economía	0
Alguém acabou de dar RT numa conversa minha com o  e levou a sério. Melhor colocar a tag 	1
É que ele é Jornalista e não sabe se expressar......  	1
vero!!!! Matita magica direi  malinconia	1
devia ter colocado  no final pros burros — Só assim pra entenderem ou então vou ter que desenh... 	1
Economia A empresa está otimista de que o acordo seja fechado em cerca de R$ 6 bilhões ou R$ 7 bilhões 	0
Concordo! E o mais louco é q Dunga é td menos bunda mole.  	1
No te importa nada FrancaIronía Ironía Meme Chiste Humor Comedia Risa  Burla… 	1
PT contra a corrupção?Que grandioso exemplo de lula só fala vdds	1
agora entendi porque 24 kkkkkkkLegendarios	1
Quanto eu adoro isso LRT  Tristeza	1
Nada passa incólume nesse país, os caras conseguem destruir absolutamente tudo. O lema da Bandeira deveria vir seguido por .	1
Entrei no site do velocímetro pra ver por quê minha net está tão lenta. O site não carregou. 	1
Nossa que legal!! Agora os pobres tbm vão poder parcelar adultério. Excelente!!! 󾌠󾌽governosafado...	1
MInha  ainda vai fazer eu perder muitos amigos..... mas fodas hahaha	1
Em 1885, o Brasil libertou os escravos.Mas só os que tinham mais de 60 anos. Mudança lenta, gradual e segura.  	1
Será q ela nao provocou? Nao tava de roupa curta e decotada? Foi culpa da crise?  MerecemUmTiroNoPipi	1
"Daniel Bessa: Não há razão nenhuma para não ser corrupto em Portugal"": O ex-ministro da Economia culpa os… """	0
Peso gana 6 centavos; cotiza a $18.95 por dólar  Economía	0
 Time ta maravilhoso, ganhamos todos os clássicos esse ano, estamos em primeiro no grupo 	1
 ARegraDoJogo vai ser depois do jogo.	1
Meirelles: país tem caminho a ser percorrido, mas está na direção correta economia HenriqueMeirelles... 	0
mas o problema era o PT corrupto! Vamos dar uma chance pro Temer arrumar a roubalheira que Lula e Dilma fizeram 	1
RT @julianaceccon: Cadê o fim do mundo, Maias? Cadê o jogador do cofre, Dr @fabiokoff??? Quero titulares, não reservas!!!!!!!!!!!!!!	1
RT @idetinha: falta menos de 24 horas pro fim do mundo, gremistas torcendo mt pra Gabi Markus pro mundo não terminar sem um título pra eles hahahaha	1
Culpa do ... Ops! Pensei que tudo fosse culpa do PT! Os fins justificam os meios?  politicasuja golpe	1
Me encanta no poder dormir ironía 	1
Situação do Grêmio rachada.Isso é muito bom para o futebol.  .Vou esperar o Caga-regra reclamar.	1
FicaADica rsrsr  amor humor  riopreto MaisAmemQueAmém 	1
Washington Reis;Waguinho;Crivella.Realmente o problema do Brasil era a Dilma.DIA FELIZ!!! (tem quem não entenda)	1
NAO KKKKKKKKKKKKKK 	1
Fernanda: O que aconteceu ali no comecinho?Gustavo: Entraram 2 compassos a maisF: Te atrapalhou?G: Pelo jeito, não! Superstar	1
o q??? Não era o seu madruga?!?!? E ainda tem gente q defende essa corja do pê tê 	1
Ai você ta super feliz, e a pessoa na fossa, ai ao invés de você fazer ela sorrir, ela que te faz chorar kkkk 	1
Celso Barros já convenceu o Deco a voltar a jogar e está tudo apalavrado ???  VoltamosPra2012 BoaNoite	1
 Avalie o meu vídeo. Se gostar, dê um curtir e compartilhe.  dicas likes compartilhadas 	1
Ué, mas não é por um Brasil melhor?! Talvez só os políticos é quem devam mudar...  VergonhaDeSerPaulista	1
O nome disso éBjs	1
Bóra estudar! comissaodefinanças economia orçamento HudsonPessini VontadeDeFazer … 	0
"To vendo mais gente reclamando das pessoas que postam ""fim do mundo: sobrevivi"" do que retardados postando isso."	1
"A  é  belaA vida é assim mesmo, jovem. Você aponta um dedo para uma pessoa e nem… """	1
Quem foi surpreendido pela queda do Osvaldo levanta a mão?   jasabia erasoquestaodetempo	1
 que forma de animar :) ironía	1
A  é que se não te move a coragem acaba de fazendo correr a covardia para qualquer direção	1
Operação combate sonegação em venda de videogames em SP  notícias Economia 	0
Vejam um dos motivos que as reformas de Temer e Meirelles, levarão o Brasil a pobreza Economia EconomiaPolitica  Mercados ://twitter.com/otempo/status/871710574006198277 …	0
Faustão falando sobre corrupção mas seu programa é patrocinado pelo banco original, do Joesley 	1
Kkkkk achei que não ia viver pra ver isso. impeachmentjá impeachment collor … 	1
Aaaa e sobre a turquia é culpa do  .... 	1
Economia 2017: Cai número de transportadoras e de caminhoneiros autônomos no país - 	0
À famigerada rede de lojas ALUGA-SE tem uma concorrente que vem crescendo de maneira exponencial: a rede PASSO O PONTO. foraPT	1
Receita abre nesta quinta consulta ao primeiro lote de…  NoticiasBrasilDOL Economia RBATV BrasilUrgentePA	0
hahahahha!  enquanto isso...lulla tem menos de 20% de intenções de voto e nem o pt quer a dilma de volta! 	1
? ter livre arbitrio mas se não for na hora e na vontade de Deus não acontece?	1
ALMT nunca me decepciona 	1
...ai eu fui lá, falei que o texto era bom e pedi um like num video meu do youtube pra me ajudar a bombar o canal. Botei a tag de 	1
Penalti por marcar contra o Porto ahah 	1
Mateus metendo do loko comentando minha foto 	1
Esse time é a cara da diretoria , sem vontade. NãoVemNinguém     	1
"Numa ofegante epidemia que se chama carnaval"" claramente uma esculhambação ao petista Chico Buarque. Muito PSDB esse enredo!! """	1
 vadio é quem trabalhou 30 dias e recebeu R$600?sim sou vadio.O trabalhador é o sr.Álvaro que esta com salario em dia!!	1
 PQ?! Andrés é um santo... devia assumir a presidência do país  comoodeioessecara	1
Não aguento mais piscina, sol, calor, companhias maravilhosas e o melhor de tudo.... Estar com Deus!  	1
Odeio quando as pessoas não entendem  e 	1
a ironia deste daviii é algo inexplicável <3 :') LT OEstádioVaiEstarÁsMoscas 	1
 seguidors de  resant per a que  passi a  MotoGP MotoGPValencia	1
Condenável também é exagero é chato. E pedir a demissão do Ministro é errado  	1
Novo presidente do BNDES diz que prisão de genro é problema sério para a família:  Noticias Politica Economia 	0
O ventilador daqui não é nem um pouquinho barulhento. 	1
Não sou irônica '-' indignacao whatsapp sis talk  ironic girls whats blessed firstkiss… 	1
Trabalhar sábado é ótimo... Virado então, melhor ainda! 	1
18 razões para você nunca colocar os pés em Brasília  	1
A alegria de pegar o ônibus errado   	1
Sorte do venezuelano, governo tão bom que o fim de semana ganhou mais um dia..   	1
 viu só ? 	1
Mas rapaz, toda vez é isso de voltaram lá em 1500...  	1
"Não te desejo o mal apenas o que você merece"" """	1
Comentaristas não , São experts em tudo , monstros , pessoas sabias !!!! sqn 	1
"Chamar a guria de japa"" não é alguma espécie de preconceito? Malhação VivaADiferença """	1
Acabar o treino mais cedo pq pareces uma cascata de sangue é uma maravilha 	1
Apoio WesleySafadao pra ser o próximo presidente do Brasil pq ele é só 1% vagabundo...	1
Como é boa essa justiça.   	1
ultimamente, tenho colocado a  pra turma entender! Tá difícil!!!	1
Nada melhor pra enfrentar uma recessão do que desempregar motoristas, assustar investimento estrangeiro e reduzir opções de consumo. 	1
papo de fim de mundo antecipado, do fim do mundo amanhã, se no Japão já acabou...  relaxem, galerinha.  É tudo pelo fuso do México  ;)	1
Mulheres são batalhadoras e não crianças que acham q protestar para usar short em escola é direito de uma mulher.não_confundam	1
Que pena que se va  	1
 no me comais	1
Economia Ponte de Sor ganha asas  Em 	0
Economía: Bourbon estadounidense vive boom de ventas 	0
 so fico relutante por ser de ontem	1
  Shopping Metrô Tucuruvi 	1
Falta de educação isso sim eh o fim do mundo...trem e ônibus lotado + falta de educação! :(	1
 mto obg por responder Tds os meus tt's , amo vc ParadinhaStreamSparty	1
Como assim o Moro vazou uma lista dessas???  panamapapers	1
pera, o LINKEDIN com uma feature ruim? Como é possível? 	1
"Ah tá.. Se trabalha tanto pq tentamos vencer na vida"", uma hora vai né, a ideologia do sistema nos faz crer nisso. Agora entendi """	1
Não sabia que o Cláudio Lembo era comunista! Bolivariano.  	1
Non ce la faccio ahahahahahahahahah frasi  	1
CBC propone construir 12.000 viviendas para clase media  Economía	0
Legalzinha essa linda história do Encontro 	1
.No 7 de Setembro,comemoração do dia da INDEPENDÊNCIA,nunca fomos tão REFÉM do estado e governo. ForaPT ForaDilma 7DeSetembro	1
que ótimo, o iphone 7 foi lançado... já posso começar a pensar em comprar o 5S, parcelado em 24x no carnê  	1
esqueceu de colocar  né?!	1
"Quem me dera ter vontade para pôr todos aqueles cremes e produtos maravilhosos"" k a dermatologista me receitou! """	1
Adoro pessoas que querem um montão de coisas mas não mexem uma palha para terem seja o que for. 	1
"oq ngm sabe, ngm destrói"" - disse aquela que faz do Facebook seu diário """	1
"tem as camisetas maravilhosas"" tbm ()uma mais sem graça q a outra"""	1
"E olha que ele mesmo se auto-intitulou santo"", haha! :)  """	1
