text,prediction,pred_gpt4o
"Culpa do PT, Dilma, etc.  Quando digo que nenhum partido e político prestam, eis aqui a explicação >>> ",1,ironia
"Deve ser tão bom ser como essas pessoas no Instagram que vivem em festas, tem um milhão de amigos e amam todos, vivem viajando..  ",1,ironia
KD KD KD o fim do mundo que todos falavam ??????,1,ironia
Skaf critica postura de Maria Silvia: não teve compromisso com o país  economia,0,n_ironia
Nem to qrendo uma mensagem sua  ,1,ironia
Fui no blog do Reinaldo Azevedo e no sistema de busca digitei Beto Richa. A ultima coluna sobre o tucano é de 13/09/2011. Pq será? ,1,ironia
"No sétimo dia Deus havia terminado a sua obra, e ele passou a descansar"". Tudo faz sentido agora.  GolpeNAO""",1,ironia
"Acordar pensar que é sexta e depois perceber que tenho frequência amanhã , melhor da vida  piordavida",1,ironia
  mesmo nível ué..e acho q ficou subentendido o  né? :P,1,ironia
" Ihhh,no flu sera que rola assim com os marrentinhos de Xerem? ",1,ironia
"Ué, mas não era o PT que interferia na PF, gente?! Não dá pra entender não.  ",1,ironia
Preocupa não! Nosso técnico interino é diferenciado. Se está colocando o Fernandinho sabe o que está fazendo  ,1,ironia
Se liga  tem alguém usando seu twitter... () ,1,n_ironia
"Porque é que não criam cadeiras de rodas com pedais, assim quando os teus braços se cansarem podes ir a pedalar!",1,ironia
Espanhol está manchado! Neymar impedido.  ,1,n_ironia
 hahahaha pois é. ,1,ironia
Joesley Batista renuncia à presidência do conselho da JBS  economia,0,n_ironia
É tão legal ficar sabendo as coisas pelo outro rs ,1,ironia
" DICA INCRÍVEL pra ECONOMIZAR com CELULAR, INTERNET, TV e FIXO!  economizar economia finanças financas",0,n_ironia
O  falou que alguém poderia morrer no carnaval e foi ele quem morreu. ,1,ironia
MSC Cruzeiros baptiza o maior navio construído por um armador Europeu  economia mundo,0,n_ironia
"Que cara de pau, velho! Fala sério! >> 6 motivos para contribuir com o 'Zebeléo'   ",1,ironia
NDDNDNDNND  pq a gente a pode ser assim né,1,n_ironia
Moito criticar a Fran Rivera...Se o único que fixo foi ensinarlle arte e cultura á filla!!! Ironía Asco MarcaEjpaña,1,ironia
Boletim Macro do IBRE antecipa resultado do PIB:    Economia ,0,n_ironia
Ético e probo kataguri.  ,1,ironia
  uma dica. Use o ,1,n_ironia
"Aaaaaaaa hahahahaha hahahaha hahahhaa hahahaha cara, como Deus brinca c a gente! Nao to acreditando nisso! Hahahaha  .",1,ironia
 Por isso msm  hsaushuahsuhau ,1,ironia
Economía Moody’s baja panorama de nota crediticia de Brasil a “negativo” ,0,n_ironia
"ficadica Clippado, o meu recorte de notícias de hoje, já está pronto! ❯❯❯  economia domesticnews",0,n_ironia
Ofereçam-me  ,1,n_ironia
"Em processo de recuperação judicial, Oi considera aumento de capital  economia",0,n_ironia
Algumas horas para começar mais uma semana... e está sendo ótimo para mim!! domingotriste domingochatonemseioquefalarpqtomal,1,ironia
Primeira parte do vídeo..irmaosbatista politica corrupcao brasil comida economia… ,0,n_ironia
   realmente. Nenhuma mulher pode fazer o q eles fazem... ,1,ironia
E não é?ganhedevolta cashback economia desconto tecnologia cupom ,0,n_ironia
 pessoal. Porra,1,n_ironia
really?! que bom que ele avisou.. () ,1,ironia
"Nossa, que bacana saber que hoje o dia terá um segundo a mais, da pra dormir mais ne?  ",1,ironia
      anche sobrio e umile direi ( ),1,n_ironia
"Ei torcida do  vamos parar de criticar a diretoria e o Chamusca, tá bom?! Eles ficam chateados, ok?",1,ironia
Lewandovski sera um dia premiado pela Globo? ,1,ironia
"FGV promove evento em Nova York com lideranças, empresários e investidores internacionais:  Economia ",0,n_ironia
Bem feio esse lugar né  caldasnovas rioquente ,1,ironia
triste realidade...  congregar visitar igreja célula culto buscar deus jesus… ,1,n_ironia
Jogador do Inter apelidado de Valdivia faz um golaço contra o...Palmeiras   via ,1,n_ironia
"Alta do PIB mostra que recessão acabou, mas ainda não há crescimento:    Economia",0,ironia
13:00 - economia | RANKING DOS PAISES QUE MAIS TRABALHA PARA PAGAR IMPOSTOS.Dinamarca = 176 diasFrança  = 171... ,0,n_ironia
"ah, perdão, faltou a . Afinal, nunca será.",1,ironia
ehehehehehe.... Rocchiovunque rocchihorrorshow rigoreèquandogiocalajuve  ,1,ironia
"Cunha, Garotinho e Sérgio Cabral presos. Todos do PMDB. To passada com essa perseguição a um partido só... ",1,ironia
" Bora vender o A pefeita ""? E depois agradecemos á inimiga pela inspiração! """,1,ironia
Indústria prevê 77 mil demissões com reoneração da folha  economia,0,n_ironia
Adoro ver portistas a reclamar sobre a arbitragem ,1,ironia
" Não é photoshop não, viu? () Imagina se eu e ele tivéssemos um filho? Seria um cabeção com olheiras. Pobre criança",1,ironia
"Vamo trabalhar num lugar q precisa viajar mt, é ótimo.  bitchplease",1,ironia
 experimenta NÃO dar a informação para saber o que dirão ,1,ironia
O Vasco contratou o artilheiro da ultima libertadores e um xará meu? Vcs reclamam demais... ,1,ironia
"Desemprego é de 13,6% e atinge 14 milhões de trabalhadores, diz IBGE  Economia",0,n_ironia
"Míriam Leitão: alta do PIB mostra que recessão acabou, mas ainda não há crescimento. economia ",0,ironia
Para concluir Angra 3 são necessários R$ 17 bilhões  economia,0,ironia
"Gente.., a  do destino é que um ex companheiro dos petralhas, o Sr. Gilberto Gil tenha gravado uma... ",1,ironia
"Ok, Net sempre agradando seus clientes.....So porque monopoliza Sao Carlos...Pffff..",1,ironia
Vantagens...  Hahahaha AlinneIrônica AlinneRosa Alinnistas DiaDosNamorados Humor  BomDia ,1,ironia
É só botar mais luz que resolve! ,1,ironia
O bom é que sao 8h e o onibus das 8:40 ainda nao chegou. Amo/sou esse país. ,1,ironia
"devias publicar em tudo o que é rede social: instagram, facebook, twitter e ainda pinterest... ",1,ironia
"Batedores de panela não vão agitar as varandas contra o distritão?Vai baixar o salário da empregada? Então não me interessa!"" """,1,ironia
Queste giornatine che iniziano sempre bene ultimamente buongiorNO ,1,ironia
onde clica pra pedir ajuda pros universitários? ,1,ironia
o si pls que beia. Ironía :3. ,1,n_ironia
Os impostos que pagamos em 2017 já chegaram à marca de R$ 900 bi! o_O Brasil tributo dinheiro governo economia,0,n_ironia
"Boa tarde pra todos que falam mesma língua que eu, que são: Português, Swahili,  e Indireta. — feeling excited",1,ironia
Qria muito dormir - mas tenho q ir pro 'melhor trampo q existe' ,1,ironia
Tenho um exame amanhã e só estudei o que tinha que fazer hoje ,1,ironia
LavaJato  do Destino Sen Aécio autor da Lei das Estatais foi o 1º a fraudá-la. Pediu propina p/ pagar propina anterior. Vixe!,1,ironia
Golpista não passarão!! ,1,n_ironia
" burroRT :  sim, ignorante",1,ironia
  ta muuuuito preocupada por estar atrasada ,1,ironia
 já tem meu voto! sqn ,1,ironia
"Não dê RT em fatos verídicos! Isto automaticamento o tranforma em petista! E pior, corrupto! excessos de ! ",1,ironia
Sites que devolvem dinheiro viram opção a programas de fidelidade  economia feedly,0,n_ironia
A proposito di  ... ,1,n_ironia
 achas mesmo tu escondes mesmo bem ,1,ironia
  Ele leva muito a sério essa coisa de ser contra a propriedade privada...  ,1,ironia
Curioso: Fernando Collor foi quem assinou a atual redação da lei de improbidade administrativa. Ele mesmo foi impedido ,1,ironia
- Amo matemática.,1,ironia
7a1!!!! O futebol bailarino voltou!!! Brasil voltando a ser Brasil. ,1,ironia
Economia Banco Montepio diz desconhecer motivo de subida significativa das ações  Em ,0,n_ironia
seguro que marca nano ,1,ironia
Notícia: Temer comemora alta do PIB e diz que 'acabou a recessão'. política economia ,0,n_ironia
Henrique Meirelles estreia conta oficial no Twitter  Economia,0,n_ironia
Japão faz cotação do bitcoin disparar no mundo  notícias câmbio destaque economia,0,n_ironia
"Rên  tipo, muito ",1,n_ironia
Culpa da presidente: Congresso triplica recursos para partidos ao aprovar Orçamento 2015 G1  ,1,ironia
As minhas irmãs já têm o quarto remodelado!! E eu?? Vou ter de esperar mais 5 anos.  ,1,ironia
" Parabéns pela resistência em fazer ligações em ciclovias da zona norte como na Ponte Júlio de Mesquita, valeu Suzana! ",1,ironia
"Antero Greco em POST sobre o uso de SQN e , curtiu meu coment e me bloqueou. Sensível demais .twitter.com/sDbqgKkJnP",1,ironia
"Sim, Lula não se da bem com Dilma que por sua vez fala mal de Lula.  ",1,n_ironia
"O tempo está assim uma beca,só mesmo uma beca pro frio ....  tempo frio outono gelo ",1,n_ironia
"Até porque eu não tenho onde gastar meu dinheiro, não tenho cerveja pra comprar nem um engenharias pra pagar ",1,ironia
Que se le nota poco al São Paulo la falta de Pato? Ni un poquito. ,1,ironia
"Rezadeira, benzedeira, cozinheira, carranqueira, macumbeira... VelhoChico ",1,n_ironia
porra Samaras 10 anos de Twitter e a gente ainda tem que usar a hashtag ,1,ironia
 também é Cultura !Obs.: isso não foi uma ,1,ironia
MG: Mais de 80% das cidades do Sul de Minas contam com lavouras de café para impulsionar economia | CNA… ,0,n_ironia
"“Perder clientes é fácil, reconquistá-los se torna uma tarefa árdua e custosa”. ComércioExterior Economia",0,n_ironia
"crec que feia mooolta falta aquesta aclaració de """,1,ironia
"Não recebi feliz círio de quem eu queria, por outro lado, fui muito amada por alguém que eu nem imaginaria êvida ",1,n_ironia
Vou-vos dizer uma coisa...a tarde fq é o melhor que há ,1,ironia
Uma : a esquerda DEFENDE Livre Comércio e Fronteiras Abertas na Inglaterra enquanto REJEITA ambos em Cuba e Coréia do Norte. Brexit,1,ironia
Ahhh!!! E não é que está chegando meu aniversário.  indiretasdobem comprapreu ,1,ironia
390 horas de trabalho de parto. Que lindo! ,1,ironia
": Incerteza sobre o Brasil faz dólar superar patamar de R$ 2,60   VamosBien """,1,ironia
"Nossa, muito orgulho mesmo,enquanto uns têm Scalene e Kita, a gente tem zueira... Claro!  MisturacomRodaica",1,ironia
   galera que usa leitor de tela agradece ,1,ironia
"Rasgue as minha cartas iiii, não me procure mais..Gente eu nem mando carta, pura  isso",1,ironia
O médico e o monstro. Edição resolveu mostrar o monstro hoje.  BBB17,1,ironia
As vezes seja um irônico!! TardeBoa! Life! Alegria! !… ,1,n_ironia
 Wall Street fecha em alta com Dados econômicos - Clima Economia Eua,0,n_ironia
"Federica non credeva fosse balsamo quello di Verdiana, quindo lo ha mangiato (tanto per cambiare) AHAHAHAHAH  GF14",1,ironia
"a tua fé te curou"" """,1,n_ironia
"vou me ausentar da internet hoje porque já tô com preguiça das piadas de ""cadê o fim do mundo?"" de vocês.",1,ironia
 porque o Marcelo é inteligentíssimo ,1,ironia
Minha vida de vez em quando é tão empolgante que sei lá. ,1,ironia
"O Doria é foda. Nem é presidente, mas já influencia 1.086 municípios além de São Paulo.   (Cc )",1,ironia
"Todo moi racional, a culpa foi de NÓS-Candidatura Galega ironía xerais2016 ",1,ironia
felypenery: InovacaoTecnolo: Robôs e legislação ambiental marcam fim da globalização? -  - Tecnologia Economia T…,0,n_ironia
E a gente se entende!!  AlinneIrônica AlinneRosa Dudu Alinnista Dudista Dog Humor … ,1,n_ironia
"Estou um pouco depressivinho"", vou procurar algum vídeo para comentar ""vc alegra meu dia... blá, blá,blá..."" """,1,ironia
Bom dia. Boas novas   economia crescimento PIB retomada normalidade,0,n_ironia
sim por isso usufruindo da  hahaha,1,n_ironia
" Será que a mídia vai pressionar, perguntar por que mudaram de ideia? ",1,ironia
te amo LeemeEsParaTi PoemaCondestino PlumadPoetisa UnSentimiento5Letras ironía MartesDeGanarSeguidores,1,n_ironia
 tá falando de mim?! não gostou?! vem puspau!!! ,1,n_ironia
Num dia o sujeito está levando pó p/ a Indonesia. No outro está voltando em pó p/ o Brasil.  PenaDeMorte,1,ironia
" Mas foi essa a raiz de meu tweet! Pura  kkkkkkkkk Se chegar longe e merecer ok,o triste seria só por graça! haha Oremos",1,ironia
Difícil pensar num mundo mais equilibrado quando os homens detém o controle do **capital** nesse nível economia ,0,n_ironia
Cansei de tweetar! Tchau ate amanha! Que daqui a 6h tou a acordar para ir para a escolaa! :p iupiiiiiii ,1,ironia
Ser conhecido por milhares d pessoas e ao mesmo tempo não ter ninguém que realmente te conheça  pensamentos escolhas vidasolitária,1,n_ironia
"Ouvi dizer que uma banda chamada Reffer não conheço"" vai abrir os shows do NOFX, confere?   tuite""",1,ironia
Ele claramente pisa fora do logotipo no quarto arremesso  ,1,n_ironia
.... il mio sabato sera preferito!   buonanotte,1,ironia
Segundas Feiras com o Luz 34 - Senhora Dona Legi…:   :3 ahahah  como sempre muito bom!,1,n_ironia
Oops que penita ... ,1,ironia
Artilheiro do condomínio? haha ,1,ironia
VLT DO SUBÚRBIO: Investidores pedem prorrogação da licitação Economia ,0,n_ironia
Festes valencianes posant senyeres de la tradició valenciana. Mate meua  com te'n passes.  verparacreer BatalladeFlors,1,n_ironia
Até perdoou todo mundo que votou na estrela sensacional que ela é BBB17  ,1,n_ironia
OSTIA QUE RABIA  bravomaria laputaamaenserio  ,1,'ironia'
 mas teatro é coisa de vagabundo. Nem precisa mesmo.  vivaaculturadopr,1,ironia
Iam a caminho para o estádio da luz?  ,1,n_ironia
Pagar 49reais o quilo da comida e ela vir fria... Tem coisas que só a Vila Madalena te oferece. comidagourmet ,1,ironia
Me emcamta que me tenga que dormir a mitad de peli... ,1,ironia
pobre Rc ele não consegue nem trazer os atacantes de lado...,1,ironia
"O mapa com as cervejas mais populares em cada país""  economia feedly""",0,n_ironia
Mas tem aquele shake que é só tornar que emagrece. E posso ganhar dinheiro até... ,1,ironia
ele joga tanto que já apareceu mil e um times atrás dele ,1,ironia
Economia: Corrida por mão de obra faz Apple e outras gigantes oferecerem curso universitário ,0,n_ironia
Da reforma que não vai tirar nenhum direito trabalhista.  ,1,ironia
"Economia: Demanda das empresas por crédito cai 12,2% em abril ",0,n_ironia
Sério ciência? Conte-me mais sobre isso... rs irônia ,1,ironia
Muitos vivem de modinha  que pena  ,1,n_ironia
Parto a frente da volvo em entre-campos e recebo este sms: Que este seja apenas o primeiro de 365 fantasticos dias. Feliz Ano NOWO. ,1,n_ironia
"Parabéns aos pais e mães pelo dia de hj... Aos professores, parabenizo vcs em maio e agosto do ano q vem ok?! hipocresia demagogia ",1,ironia
 nooooosa que revolucionário! Agora vai hein! ,1,ironia
Legal do cinema do Tacaruna é o cheiro das salas ,1,ironia
"Com Dilma, seleção fez fiasco na Copa / Com Temer, seleção levou ouro na Olimpíadas. Só não vê quem não quer na melhora do Brasil. ",1,ironia
"ué, mas não estávamos em crise?  ",1,ironia
Tem nome mandando mais que Bandeira!! NaçãoXdelação ,1,ironia
Diário do Gastão já saiu!  economia,0,n_ironia
Dia lindo para se estar dentro de casa de pós-operatório!  sqn querominhaliberdadedevolta saudadedecomerbesteira chateada,1,ironia
"A hashtag do dia: . Cunha vai homenagear o MP às 9, que apareceu na sua às 6 da manhã p agradecer  ",1,ironia
 será Q ele foi sondado pelo SPFC e já incorporou a postura do time?! ,1,ironia
"Na BandNews, a nutricionista orientando sobre obesidade: evitar massas, pães, frituras, doces....E eu comendo pãocomovo delicia...",1,ironia
"Ai gentes, que ditadura da informação, tem que saber quem é,  dono do que,  a origem...Foi somente uma carona.Dose cavalar de ",1,ironia
Una pena e__e   ,1,n_ironia
"Kaplan, do Fed, prevê mais duas altas de juros em 2017  economia",0,n_ironia
" sou a pessoa mais humilde do mundo, querida ",1,ironia
   esse ai entende tudo de real madrid mesmo!!!! ,1,ironia
Sabe de uma foisa q eu gostei d+ nesse colégio foi fazer avaliação de professor amei ver a cara de uns bem putinhos!!! ,1,ironia
Como a vida é justa. Amo essa vida,1,ironia
IAF comemora 11 anos de conquistas com evento jurídico e almoço Economia ,0,n_ironia
Por que ele tirou o Pato? ,1,n_ironia
Secondo me Aulas é juventino   ,1,n_ironia
 pedágio dentro da cidade. Que legal hein! ,1,ironia
Premiooo! ,1,n_ironia
A preocupação de certas pessoas até me assusta.. ,1,ironia
Este trânsito na 2a Circular.. adoro ,1,ironia
"do jeito que anda a situação o evento ""fim do mundo"" é open bar de nova schin",1,ironia
 socialistas neokeynesianos fazerem retweet disto sem terem noção de quem manipula as taxas juro. ,1,ironia
Pra mim já ultrapassou as estatística Vamos pra contagem regressiva ? Hahaha  taoeu,1,n_ironia
Adorrr BuenDia ,1,n_ironia
Fundo Brasil-China: acordo podecausar problemas a brasileiros  economia,0,n_ironia
Pintar faz alguma diferença?! anyway studioanyway draw drawing  ironic sketch… ,1,ironia
"Sentiu a diferença?? A mudança tá começando, Brasil...  SQN ",1,ironia
"Pois nada acabaseme de joder o móvil, que guai  ",1,ironia
Que os parece??  Tarragona Economia Inmobiliario   FelizFinde,0,n_ironia
"Isso mesmo! Tem que incentivar mesmo,pra aumentar a população no Brasil,que é tão pequena! Quanto mais jovem parir,mais bonito!  ",1,ironia
"IStandWithTaylor Piada do ano: Kanye fez Taylor famosa! Claro que foi, só ele, sem ajuda de ninguém, Swifties reconheçam seu papai! ",1,ironia
Supra-sumo da  seria não passar impeachment  na Câmara... mas ser aprovado o do VazaTemer. Extinguir o golpe e o golpista.,1,ironia
 é a crise. Se fosse você o presidente seria 1 milhão ctz ,1,ironia
achei um absurdo inclusive ,1,n_ironia
" Tem que começar a escrever , só por segurança rs.",1,n_ironia
Até o basquete está sem raça. Banana de Melo a culpa é sua. ,1,ironia
"vai lá Once, faltam só mais 5... ",1,ironia
Mentira!!!  IMAGENS CALUNIOSAS.  Lá não tem internet pra ficar postando vídeos mostrando o lugar. Tudo fake ,1,ironia
putamerda.. Já me sinto mais segura.. ,1,ironia
As Meninas do Jô falarão da lista do HSBC? ,1,ironia
"O Mano Menezes, mais uma vez, mostrou que defesa ganha jogo. ",1,ironia
Com certeza o que o povo reclamou foi para que aumentassem o tempo de mandato!  PoliticosBurros...,1,ironia
"se a Odebrecht reformou a piscina de graça,tem é que agradecer ao Lula e ao Marcelinho, porque não precisou gastar dinheiro público. ",1,ironia
Que vida mas dura... (2).Viñetas Humor Crítica Ironía ,1,ironia
A vida Cristãe as falsas promessasSORRATEIRA DISSIMULA TRAIÇÃO ESPIRITUAL COM OS TAIS DESEJOS PROFUNDO NA  DE 1 CONTRA O OUTRO.,1,n_ironia
"aaaaaaaaaf , vcs não sabia que Tudo que você quiser é pra Bruna Marquezine ? kkkk ",1,ironia
"Ah, pera, empresa x me chamou pra entrevista pro cargo de gerente. Pera.  vidaReal",1,ironia
Ai vc conhece a pessoa e espera que ela amadureça. ..Dai ela vai e apodrece.. ,1,ironia
Pensando bem: teria sido uma boa ter abortado Jean Wyllys. Pena que a mãe dele era contra o aborto! ;) ,1,ironia
kde o fim do mundo ?? 0o,1,ironia
Recursos da venda da Celg D: Governo de Goiás muda lista de prioridades   CelgD Investimentos Venda Economia ,0,n_ironia
  kkkkk esse fds virei bicho preguiça dormi pouco,1,n_ironia
 regram Ironia modo on...  razaovsemocao coracao cerebro… ,1,ironia
"MEIRELLES E MICHEL MENTEM ... 'Le Monde': A falsa"" recuperação da economia brasileira economia  via """,0,ironia
Mais um ano de punição para a Força Jovem.  ,1,n_ironia
...e quem foi temperar o choro e acabou salgando o pranto?!… ,1,ironia
Só é espetáculo quando é filme de negros escravos sendo torturados e mortes por seus senhores brancos!!!,1,ironia
Foi preciso chegar ao 12o ano para ser levada pela 1ª vez ao diretor ,1,ironia
Ídolo  PedroSanchezM4,1,n_ironia
Um filme sobre os jovens que são forçados a sair país para irem para o Reino Unido. Isso era um filme bom. ,1,ironia
"Fogo, hj teve grande dia! tanto calor, sol ! tou a suar ! hj era só pessoas de bikini e calções também com esta tosta eu compreendo!",1,n_ironia
Uma boa quarta-feira.DeixeAEsquerdaLivre  ,1,n_ironia
Ministro do Planejamento aposta em fim da recessão. CBN Economia ,0,n_ironia
To ligado na sua  ,1,n_ironia
"Racismo contra brancos, heterofobia, intervenção militar, direitos para as mulheres, etc: ATÉ QUANDO?? ",1,ironia
Plenário pode votar projeto que regulariza incentivos fiscais a estados  economia,0,n_ironia
Boa semana!!  AlinneIrônica AlinneRosa Alinnistas Humor  Segunda BomDia … ,1,n_ironia
Gente que reclama de que quem reclama de algo. ,1,ironia
Poxa  o site de compra esta péssimo. O que acham de pedir ajuda para uma empresa de TI? ,1,ironia
"Não tem geografia que abrigue essa galera, Brasil! Vamo sentar aqui e fazer umas continhas c'atia!  ",1,n_ironia
Que orgulho do Feliciano votando contra a cassação do Cunha. ,1,ironia
"Espetáculo: ""O fim do mundo"" da escola Baka. http://t.co/64F1bL6f",1,n_ironia
"Vai ter um monte de adolescente usando achando que é dado real, certeza -_- ",1,ironia
 sim por isso usei a ,1,n_ironia
"Para quem adora comprar, mas também ama economizar: Ganhe de Volta!ganhedevolta cashback economia desconto... ",0,n_ironia
 sério que tem reclamação do   ? Quem poderia imaginar?   odeiosantander,1,ironia
A net do comboio é tão mas tão boa... ,1,ironia
Ooooooo que peeeeeenaaaaa ironía ,1,ironia
A bancada ruralista é a única que tá honrando o seu eleitorado?  ÉGolpeSim,1,ironia
Henry Cavill o Superman de Man of Steel tem medo de voar :O :O Veja o ator chegando no aeroporto com... ,1,ironia
  q é isso?!?!?! Todos os times são beneficiados e prejudicados!!!! O título não foi manchado!!! ,1,n_ironia
Jura? ()  Brazil ,1,ironia
"obrigada mãe, por confiares tanto em mim... ",1,ironia
Isto está a ser tão fixe,1,ironia
Cooperativas Cresol realizaram mais de 580 ações na Semana de Educação Financeira Economia Semana educação...,0,n_ironia
"Só para constar.... Meu tweet anterior foi , para aqueles que não entenderam OU não assistiram o programa",1,n_ironia
andré é um amorzinho de pessoa !!  ^^,1,ironia
": Existe um conselho d ÉTICA, mas, NÃO EXISTE ÉTICA. Manuela D'Ávila critica a Câmara por proteger"" Bolsonaro """,1,ironia
Olha Solange Peres que gato e criança queridos :) ,1,n_ironia
Obs: eu não coloquei a foto!  ,1,n_ironia
Ui isto hoje é só gente com vontade de conversar....,1,ironia
"Depois da BTF, agora a TriNZ.O modelo"" com os seus vários níveis...esse destruidor de carreiras... not  """,1,ironia
liga pro gerente da sua conta no banco ,1,n_ironia
"Mercado financeiro reduz projeção de inflação para 3,92% este ano economia inflação mercadofinanceiro... ",0,n_ironia
Nova coleção: Bom dia porque? engracado  diversao comedia refletir  ,1,n_ironia
(palmas) É assim que o Brasil vai pra frente.  ,1,ironia
" a PresidentA é lentinha, NÃO entende de ... (ela vai achar que vc está GRATO de fato). kkkk",1,ironia
Produzindo a nova música do DS   Tá ficando do c*r*lh*!! logicprox music logicpro audio... ,1,n_ironia
O Eurico Miranda está na área e jamais vai deixar isso acontecer...   ,1,ironia
"Com crise na JBS, governo estuda incentivos para pequenos frigoríficos  economia",0,n_ironia
"Eu nao disse que voce é burro, apenas que voce nao sabe de nada"" ?""",1,ironia
Maná: ascolta “Ironía” il nuovo singolo  Ironía ,1,n_ironia
"pois é, né? Pra que tumultuar? O Brasil precisa focar na retomada do crescimento, em sair da crise. Isso é revanchismo ",1,ironia
Não tem aula melhor que Ciência Política.  Mds. AulaChata,1,ironia
Os adoro matemáticas! ironía,1,ironia
Um dia me disseram que lucidez demais também é loucura... dramaqueen  ficaadica,1,ironia
Vrdd melhor professora como eu amo aquela mulher  ,1,ironia
 (eu não tomo banho),1,n_ironia
a isto chama-se ,1,n_ironia
Dunga Burro! Nem convocou o Guerrero!! ,1,ironia
Veja desrespeitando inteligência? Quase não acontece...   EducarSimReduzirNão,1,ironia
Fiz 8 vôos rezando pra não morrer agora que tô em casa tô desejando ter morrido.  ,1,ironia
Gosto deste futebol bonito do Falcão.Lembra o Brasil de 1982.Não ganha nada.Mas é bonito..,1,ironia
" deveria ser criado um novo órgão prá ele: Ministério da Informalidade, para gerir questões ~informais~. ",1,ironia
Análise perfeita em menos de 30 horas... fail sqn  ,1,ironia
" Caramba, que ironia, hein? Fiquei impressionado... rs  metalinguística",1,ironia
"Ahahaha adoro...estes acham que estamos a falar de árbitros...o nome do álbum, caralho! ",1,ironia
A preocupação de certas pessoas é tanta q até dói.. ,1,ironia
É chique. Brega é pedalar pra sustentar vagabundo do Bolsa Família.  ,1,ironia
Aula de Fdc. economia ufma,0,n_ironia
Af' lá vem o Melhor dos Melhores ,1,ironia
Sempre existe um lado bom falta só 44 pontos. ,1,ironia
Pq não há tendencionismo no jornalismo esportivo  ,1,ironia
Fim da recessão não está no horizonte de economistas  Economia,0,n_ironia
Quanto amor nesse Tweet do Jared.  Quase chorei de emoção. ,1,ironia
"Aumento na conta de luz, água, gasolina. Gente, é o FHC. ",1,ironia
"O socialismo não é amor. É um martelo com o qual se golpeia os inimigos."" Mao Tsé Tung, também poderia ser chamado de Paz e Amor """,1,ironia
quando vc sente falta de uma amizade o mais certo de se fazer é sair falando pra todo mundo que vc quer que essa pessoa apanhe ,1,ironia
"~ aí você descobre que no mesmo dia que você foi pra Indaiatuba, ela também foi ..  u.u  destino ou coincidência ?  o.O  '",1,n_ironia
"Eai , feliz fim do mundo ?! Hahahahah",1,ironia
MPF e Grupo J&F retomam negociação de acordo de leniência  economia,0,n_ironia
tenho uma sorte do caraças fds ,1,ironia
- E ai? Pode ser que ele seja um bom pai. Que droga né!  ,1,ironia
"sim, NYT é esquerda caviar"", sem sombra de dúvidas..... """,1,ironia
"Física, facilísimo Ironía  ",1,ironia
E o socorro virá dos E.U.A! ?  ,1,ironia
Talvez esse seja o meu caco de vidro. ,1,ironia
Encontrei dormindo de cabeça para baixo!  gato vampiro ou o Batgato  para um gato… ,1,n_ironia
"Economia: Inflação do aluguel, IGP-M acumula queda de 0,63% em um ano ",0,n_ironia
Gente n vi ngm se fantasiar de eleven nem de harley quim poxa ,1,ironia
Vanessa no tarda  vanebajaya,1,n_ironia
XuxaNaRecord qr dizer q a   não tem mais pacto?!Nossa que maravilha quanta   sdavida,1,ironia
se você precisa colocar  nos comentários vc nao merece ser ironico,1,ironia
"ECONOMIA CRISE RECESSÃO FORATEMER DIRETASJÁ: Confiança do consumidor desaba em maio, aponta CNI",0,n_ironia
"JBS fez dossiê"" sobre coronel amigo do presidente  Economia """,0,n_ironia
Acho que o Tite não sabia que o figueirense iria vir fechado e apostando nos contra ataques... ,1,ironia
"E vamos regularizar a corrupção. Ops, o Caixa 2. ",1,ironia
tipo che quando perdiamo leggo cose bellissime (  ) MilanJuve,1,ironia
A minha melhor arma   ,1,n_ironia
É óbvio q vai para melhorar as ruas e estradas cearenses  sqn ceara,1,ironia
Cade diz ser equivocada delação de Saud sobre favorecer empresa da JBS  economia,0,n_ironia
Economia Panama Papers: Fisco está a investigar 165 contribuintes  Em ,0,n_ironia
LAutunnoAddosso e il mare dentro.   ,1,n_ironia
"Mirad que mal trata Paula a sus fans eh, pero fatal. Anda e ide a rascar o cú. ",1,ironia
Cadê aquele time fodão que ganhou de 3x0 contra o Campinense? ,1,ironia
Tem pessoas tão idiotas no face que quando você posta algo com ironia você tem que colocar  para o povo... ,1,ironia
Por que o universo nos oferece 500mil formas de entrar em contato com quem a gente não quer ver nem pintada de ouro? ,1,ironia
Luz acabo e voltou.Lembrei da escola que todos gritavam quando isso aconteciaSaudades daquele época ,1,n_ironia
Ai a pessoa parece o free Willy mais fica chamando as pessoa de gordo  tomeherbalife,1,ironia
"Juiz safado,falta não marcada, cera do goleiro....ahhhh o romantismo da libertadores não tem igual",1,ironia
Economia - Brasileiros retiram dinheiro da poupança para pagamento de dívidas ,0,n_ironia
"Era só a opinião dele gente, calma, tudo agora é racismo?  ",1,ironia
" Eu chego a achar meigo . Mas a sério, daria 1 discussão imensa de boteco sobre os pqs desse tipo d manifesto ser uma merda",1,ironia
"Gesner Oliveira: Recessão acabou, mas já dá mostras de que pode voltar  Economia",0,n_ironia
Nem parece que tem um filhão lindo e saudável e uma namorada sorridente  ,1,ironia
"EMILLY FICOU, MESMO DEPOIS DE TODAS AS TORCIDAS CONTRA E UM CALL CENTER, COMO ASSIM!!!  BBB17",1,ironia
